Date,Acc
2019-04-26 07:00:00,-0.0007666666667205391
2019-04-26 07:05:00,0.0033083333332797338
2019-04-26 07:10:00,0.007383333333280007
2019-04-26 07:15:00,0.01145833333328028
2019-04-26 07:20:00,0.015533333333280552
2019-04-26 07:25:00,0.019608333333280825
2019-04-26 07:30:00,0.023683333333281098
2019-04-26 07:35:00,0.02775833333328137
2019-04-26 07:40:00,0.031833333333281644
2019-04-26 07:45:00,0.03590833333328192
2019-04-26 07:50:00,0.03998333333328219
2019-04-26 07:55:00,0.04405833333328246
2019-04-26 08:00:00,0.048133333333282735
2019-04-26 08:05:00,0.05050833333327868
2019-04-26 08:10:00,0.05288333333327463
2019-04-26 08:15:00,0.05525833333327057
2019-04-26 08:20:00,0.057633333333266513
2019-04-26 08:25:00,0.060008333333262456
2019-04-26 08:30:00,0.062383333333258406
2019-04-26 08:35:00,0.06475833333325434
2019-04-26 08:40:00,0.06713333333325029
2019-04-26 08:45:00,0.06950833333324624
2019-04-26 08:50:00,0.07188333333324218
2019-04-26 08:55:00,0.07425833333323813
2019-04-26 09:00:00,0.07663333333323408
2019-04-26 09:05:00,0.08856388888879489
2019-04-26 09:10:00,0.1004944444443557
2019-04-26 09:15:00,0.11242499999991651
2019-04-26 09:20:00,0.12435555555547731
2019-04-26 09:25:00,0.1362861111110381
2019-04-26 09:30:00,0.14821666666659894
2019-04-26 09:35:00,0.16014722222215974
2019-04-26 09:40:00,0.17207777777772054
2019-04-26 09:45:00,0.18400833333328137
2019-04-26 09:50:00,0.19593888888884217
2019-04-26 09:55:00,0.20786944444440297
2019-04-26 10:00:00,0.2197999999999638
2019-04-26 10:05:00,0.22088333333329993
2019-04-26 10:10:00,0.2219666666666361
2019-04-26 10:15:00,0.22304999999997221
2019-04-26 10:20:00,0.22413333333330834
2019-04-26 10:25:00,0.2252166666666445
2019-04-26 10:30:00,0.22629999999998063
2019-04-26 10:35:00,0.22738333333331676
2019-04-26 10:40:00,0.2284666666666529
2019-04-26 10:45:00,0.22954999999998904
2019-04-26 10:50:00,0.23063333333332517
2019-04-26 10:55:00,0.23171666666666133
2019-04-26 11:00:00,0.23279999999999745
2019-04-26 11:05:00,0.23911388888888516
2019-04-26 11:10:00,0.24542777777777283
2019-04-26 11:15:00,0.25174166666666054
2019-04-26 11:20:00,0.2580555555555482
2019-04-26 11:25:00,0.26436944444443594
2019-04-26 11:30:00,0.2706833333333236
2019-04-26 11:35:00,0.2769972222222113
2019-04-26 11:40:00,0.283311111111099
2019-04-26 11:45:00,0.2896249999999867
2019-04-26 11:50:00,0.2959388888888744
2019-04-26 11:55:00,0.30225277777776205
2019-04-26 12:00:00,0.3085666666666498
2019-04-26 12:05:00,0.316313888888871
2019-04-26 12:10:00,0.32406111111109226
2019-04-26 12:15:00,0.3318083333333135
2019-04-26 12:20:00,0.33955555555553474
2019-04-26 12:25:00,0.347302777777756
2019-04-26 12:30:00,0.3550499999999772
2019-04-26 12:35:00,0.36279722222219846
2019-04-26 12:40:00,0.3705444444444197
2019-04-26 12:45:00,0.37829166666664094
2019-04-26 12:50:00,0.3860388888888622
2019-04-26 12:55:00,0.3937861111110834
2019-04-26 13:00:00,0.40153333333330465
2019-04-26 13:05:00,0.41571666666663515
2019-04-26 13:10:00,0.4298999999999656
2019-04-26 13:15:00,0.4440833333332961
2019-04-26 13:20:00,0.4582666666666266
2019-04-26 13:25:00,0.472449999999957
2019-04-26 13:30:00,0.4866333333332875
2019-04-26 13:35:00,0.500816666666618
2019-04-26 13:40:00,0.5149999999999485
2019-04-26 13:45:00,0.5291833333332789
2019-04-26 13:50:00,0.5433666666666094
2019-04-26 13:55:00,0.5575499999999398
2019-04-26 14:00:00,0.5717333333332704
2019-04-26 14:05:00,0.5750916666666086
2019-04-26 14:10:00,0.5784499999999468
2019-04-26 14:15:00,0.5818083333332851
2019-04-26 14:20:00,0.5851666666666233
2019-04-26 14:25:00,0.5885249999999616
2019-04-26 14:30:00,0.5918833333332998
2019-04-26 14:35:00,0.595241666666638
2019-04-26 14:40:00,0.5985999999999763
2019-04-26 14:45:00,0.6019583333333145
2019-04-26 14:50:00,0.6053166666666527
2019-04-26 14:55:00,0.608674999999991
2019-04-26 15:00:00,0.6120333333333292
2019-04-26 15:05:00,0.6094833333333298
2019-04-26 15:10:00,0.6069333333333304
2019-04-26 15:15:00,0.604383333333331
2019-04-26 15:20:00,0.6018333333333317
2019-04-26 15:25:00,0.5992833333333323
2019-04-26 15:30:00,0.5967333333333329
2019-04-26 15:35:00,0.5941833333333335
2019-04-26 15:40:00,0.5916333333333341
2019-04-26 15:45:00,0.5890833333333347
2019-04-26 15:50:00,0.5865333333333353
2019-04-26 15:55:00,0.583983333333336
2019-04-26 16:00:00,0.5814333333333366
2019-04-26 16:05:00,0.5995194444444442
2019-04-26 16:10:00,0.6176055555555516
2019-04-26 16:15:00,0.6356916666666592
2019-04-26 16:20:00,0.6537777777777668
2019-04-26 16:25:00,0.6718638888888743
