,CR1000X,3875,CR1000X.Std.02.00,CPU:NipikaV2.CR1X,54039,Table1,,,,,,,,,,,
TIMESTAMP,BattV_Avg,BP_hPa_Avg,AirTC_Avg,AirTC_Std,RH,T109_C_1_Avg,T109_C_2_Avg,T109_C_3_Avg,WS_ms_Avg,WS_ms_Std,WindDir,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,DT_W_Avg,TCDT_W_Avg,DBTCDT_W
UTC,Volts,hPa,Deg C,Deg C,%,Deg C,Deg C,Deg C,meters/second,meters/second,degrees,meters/second,Deg,Deg,cm,cm,cm
,Avg,Avg,Avg,Std,Smp,Avg,Avg,Avg,Avg,Std,Smp,WVc,WVc,WVc,Avg,Avg,Smp
2018-11-10 9:15,12.79,895.5276,-6.16,0.019,95.1,2.295,-6.461,-6.455,0,0,123.5,0,0,0,213.8,211.3,0.4
2018-11-10 9:30,12.8,895.5276,-6.208,0.038,95.9,2.293,-6.335,-6.418,0,0,123.5,0,0,0,213.7,211.3,0.65
2018-11-10 9:45,12.81,895.5276,-5.982,0.064,95.9,2.291,-6.01,-6.092,0,0,123.4,0,0,0,213.4,211.1,0.723
2018-11-10 10:00,12.79,895.5457,-5.834,0.039,95.8,2.289,-5.793,-5.871,0,0,123.5,0,0,0,213.3,211,0.72
2018-11-10 10:15,12.79,895.7973,-5.74,0.028,95.8,2.287,-5.723,-5.795,0,0,123.5,0,0,0,213.2,211,0.832
2018-11-10 10:30,12.8,895.7973,-5.616,0.068,95.9,2.285,-5.758,-5.819,0,0,123.4,0,0,0,213,210.8,0.937
2018-11-10 10:45,12.81,895.7973,-5.488,0.023,95.7,2.283,-5.776,-5.784,0,0,11.33,0,0,0,212.9,210.8,0.998
2018-11-10 11:00,12.79,895.8218,-5.474,0.022,95.9,2.281,-5.722,-5.754,0,0,296.6,0,0,0,212.9,210.8,1.019
2018-11-10 11:15,12.79,896.1641,-5.449,0.026,96.1,2.279,-5.686,-5.704,0,0,293.3,0,0,0,212.9,210.7,1.066
2018-11-10 11:30,12.8,896.1641,-5.376,0.013,95.9,2.277,-5.605,-5.612,0,0,270.8,0,0,0,212.7,210.6,1.202
2018-11-10 11:45,12.81,896.1641,-5.343,0.013,95.9,2.276,-5.539,-5.543,0,0,335.9,0,0,0,212.6,210.5,1.267
2018-11-10 12:00,12.8,896.1835,-5.316,0.014,96,2.274,-5.537,-5.549,0,0,313.3,0,0,0,212.6,210.5,1.269
2018-11-10 12:15,12.79,896.4542,-5.302,0.015,96.1,2.272,-5.759,-5.722,0,0,310.4,0,0,0,212.6,210.5,1.271
2018-11-10 12:30,12.81,896.4542,-5.25,0.023,96,2.27,-5.597,-5.571,0,0,336.3,0,0,0,212.5,210.5,1.337
2018-11-10 12:45,12.81,896.4542,-5.155,0.056,95.6,2.269,-5.375,-5.382,0.087,0.132,332.1,0.087,337.6,20.83,212.5,210.5,1.314
2018-11-10 13:00,12.8,896.5049,-5.042,0.012,95.7,2.267,-5.218,-5.225,0.084,0.122,318,0.084,301.4,10.32,212.4,210.5,1.274
2018-11-10 13:15,12.79,897.2142,-5.066,0.026,95.6,2.265,-5.256,-5.261,0.031,0.065,311,0.031,302.2,15.61,212.4,210.5,1.399
2018-11-10 13:30,12.81,897.2142,-5.124,0.013,95.2,2.264,-5.412,-5.401,0.007,0.014,310.7,0.007,281.2,16.14,212.4,210.4,1.321
2018-11-10 13:45,12.81,897.2142,-5.134,0.023,96,2.262,-5.575,-5.517,0,0,287,0,0,0,212.5,210.5,1.389
2018-11-10 14:00,12.8,897.2548,-5.056,0.039,95.6,2.261,-5.298,-5.287,0.001,0.004,273.9,0.001,259.7,0,212.4,210.4,1.384
2018-11-10 14:15,12.79,897.8213,-5.001,0.012,96.1,2.259,-5.4,-5.347,0,0,292.1,0,0,0,212.4,210.5,1.294
2018-11-10 14:30,12.81,897.8213,-5.005,0.02,95.8,2.257,-5.652,-5.521,0,0,317,0,0,0,212.4,210.5,1.369
2018-11-10 14:45,12.82,897.8213,-5.077,0.019,96,2.256,-6.303,-6,0,0,288.9,0,0,0,212.5,210.5,1.413
2018-11-10 15:00,12.8,897.8732,-5.11,0.038,95.6,2.254,-6.404,-6.104,0,0,288.8,0,0,0,212.5,210.5,1.224
2018-11-10 15:15,12.79,898.6012,-5.2,0.018,95.9,2.253,-5.95,-5.795,0,0,288.8,0,0,0,212.4,210.4,1.161
2018-11-10 15:30,12.8,898.6012,-5.212,0.036,95.6,2.251,-6.228,-5.977,0,0,97.2,0,0,0,212.5,210.5,1.467
2018-11-10 15:45,12.81,898.6012,-5.146,0.072,95.8,2.25,-5.705,-5.565,0,0,97,0,0,0,212.4,210.4,1.41
2018-11-10 16:00,12.81,898.6468,-4.86,0.097,95.3,2.248,-4.946,-4.963,0,0,97.1,0,0,0,212.4,210.5,1.295
2018-11-10 16:15,12.81,899.2855,-4.533,0.117,94.4,2.247,-4.385,-4.441,0,0,97.3,0,0,0,212.4,210.6,1.133
2018-11-10 16:30,12.86,899.2855,-4.086,0.135,93.4,2.245,-3.526,-3.667,0,0,97,0,0,0,212.3,210.7,1.042
2018-11-10 16:45,12.89,899.2855,-3.639,0.085,92,2.244,-3.214,-3.365,0,0,96.6,0,0,0,212.4,211,0.783
2018-11-10 17:00,12.91,899.3288,-3.358,0.1,89.7,2.242,-2.785,-3.005,0,0,96.9,0,0,0,212.4,211.1,0.484
2018-11-10 17:15,12.93,899.9349,-2.945,0.24,86.4,2.241,-2.302,-2.558,0,0,96.5,0,0,0,212.5,211.4,-0.066
2018-11-10 17:30,13.01,899.9349,-2.366,0.107,82.8,2.239,-1.64,-2.118,0,0,94.5,0,0,0,212.6,211.7,0.219
2018-11-10 17:45,13.06,899.9349,-2.673,0.11,85.6,2.238,-1.649,-2.148,0.027,0.09,292.3,0.027,49.96,0.007,212.6,211.6,0.111
2018-11-10 18:00,13.08,899.9661,-2.521,0.041,85.4,2.236,-1.455,-1.842,0,0,325.2,0,0,0,212.5,211.6,0.329
2018-11-10 18:15,13.11,900.403,-2.338,0.112,84.8,2.235,-0.927,-1.098,0,0,283.5,0,0,0,212.6,211.6,-0.045
2018-11-10 18:30,13.16,900.403,-2.346,0.107,79.77,2.234,-1.038,-1.326,0.039,0.107,260.2,0.039,332,1.187,212.7,211.8,-0.009
2018-11-10 18:45,13.2,900.403,-2.317,0.107,78.72,2.232,-0.905,-1.147,0.068,0.168,265.2,0.068,232.4,9.67,212.7,211.8,-0.332
2018-11-10 19:00,13.23,900.4181,-2.136,0.047,81.6,2.231,-0.552,-0.766,0,0,81.3,0,0,0,212.9,212,-0.389
2018-11-10 19:15,13.27,900.6303,-2.071,0.085,75.83,2.23,-0.506,-0.652,0.068,0.225,88.4,0.068,66.27,0.337,213.1,212.3,-0.764
2018-11-10 19:30,13.37,900.6303,-2.019,0.144,74.23,2.229,0.037,-0.25,0,0,27.7,0,0,0,213,212.2,-0.47
2018-11-10 19:45,13.44,900.6303,-1.76,0.267,74.08,2.228,-0.155,-0.407,0.024,0.064,210.8,0.024,314.5,29.5,212.9,212.2,-0.559
2018-11-10 20:00,13.51,900.6309,-1.548,0.157,75.23,2.227,0.104,-0.182,0.043,0.138,332.4,0.043,239.2,23.37,212.9,212.3,-0.895
2018-11-10 20:15,13.58,900.6387,-1.46,0.099,75.83,2.226,-0.028,-0.253,0.026,0.055,7.177,0.026,157.2,35.08,212.5,211.9,0.241
2018-11-10 20:30,13.68,900.6387,-1.818,0.163,76.25,2.225,0.004,-0.253,0.196,0.228,237.2,0.196,257.1,15.53,213.1,212.4,-0.026
2018-11-10 20:45,13.78,900.6387,-1.79,0.095,74.73,2.224,-0.121,-0.396,0.099,0.14,172,0.099,277,48.58,215.1,214.4,-5.764
2018-11-10 21:00,14.04,900.6214,-1.646,0.187,75.03,2.223,-0.3,-0.456,0.322,0.278,127.5,0.322,22.67,70.83,217.1,216.4,-4.72
2018-11-10 21:15,14.73,900.3802,-0.675,0.365,73.24,2.222,2.923,2.605,0.213,0.252,314.1,0.213,276.4,32.67,216.1,215.9,-4.482
2018-11-10 21:30,14.72,900.3802,-1.417,0.083,77.33,2.221,-0.667,-0.657,0.095,0.129,180.1,0.095,293.5,25.21,214.7,214.2,-2.34
2018-11-10 21:45,14.72,900.3802,-1.442,0.119,75.13,2.22,-1.249,-0.877,0.093,0.13,293.3,0.093,261.2,18.88,215.3,214.8,-4.945
2018-11-10 22:00,14.73,900.3878,-1.124,0.245,72.74,2.219,-0.722,0.296,0.14,0.161,257.4,0.14,220.8,23.51,216.4,215.9,-3.886
2018-11-10 22:15,14.73,900.4944,-1.135,0.319,75.63,2.218,-0.424,0.121,0.255,0.187,120.3,0.255,165.9,28.95,215.2,214.8,-0.169
2018-11-10 22:30,14.64,900.4944,-1.59,0.201,81.8,2.217,-1.319,-1.326,0.121,0.209,170.1,0.121,204.9,19.65,215.2,214.6,-4.264
2018-11-10 22:45,14.71,900.4944,-1.933,0.019,83,2.216,-2.002,-1.944,0.022,0.039,205.3,0.022,207.1,18.08,214.1,213.4,-1.889
2018-11-10 23:00,14.26,900.5128,-2.143,0.109,83.1,2.215,-2.654,-2.549,0.247,0.167,160.3,0.247,181.1,22.04,213.7,212.8,-0.649
2018-11-10 23:15,14.14,900.7702,-2.33,0.024,85.5,2.214,-2.875,-2.743,0.127,0.248,204.9,0.127,178.5,19.06,213.4,212.5,-0.676
2018-11-10 23:30,14.14,900.7702,-2.358,0.076,89.6,2.213,-3.513,-3.14,0,0,179.9,0,0,0,212.6,211.7,0.512
2018-11-10 23:45,14.05,900.7702,-2.715,0.124,92.2,2.212,-5.169,-4.214,0,0,179.9,0,0,0,212.4,211.4,0.821
2018-11-11 0:00,13.9,900.7772,-3.03,0.048,93.5,2.211,-5.05,-4.307,0,0,179.7,0,0,0,212.6,211.4,0.856
2018-11-11 0:15,13.75,900.8751,-3.201,0.047,94.4,2.21,-4.929,-4.308,0,0,179.8,0,0,0,212.4,211.2,0.859
2018-11-11 0:30,13.66,900.8751,-3.294,0.031,94.9,2.209,-4.844,-4.318,0,0,179.8,0,0,0,212.3,211,0.821
2018-11-11 0:45,13.59,900.8751,-3.365,0.033,95.6,2.207,-4.664,-4.321,0,0,179.8,0,0,0,212.3,211,0.834
2018-11-11 1:00,13.5,900.8843,-3.426,0.02,95.7,2.206,-4.796,-4.417,0,0,179.8,0,0,0,212.3,210.9,0.791
2018-11-11 1:15,13.41,901.0137,-3.58,0.068,96.6,2.205,-5.151,-4.748,0,0,179.8,0,0,0,212.2,210.8,1.174
2018-11-11 1:30,13.37,901.0137,-3.701,0.013,96.8,2.204,-5.164,-4.747,0,0,179.8,0,0,0,212.1,210.6,1.146
2018-11-11 1:45,13.33,901.0137,-3.706,0.022,96.6,2.203,-4.938,-4.711,0,0,179.8,0,0,0,212.1,210.7,1.167
2018-11-11 2:00,13.27,901.0331,-3.747,0.028,96.7,2.202,-4.844,-4.616,0,0,179.8,0,0,0,212.2,210.7,0.95
2018-11-11 2:15,13.22,901.3051,-3.714,0.02,96.4,2.201,-4.566,-4.397,0,0,179.8,0,0,0,212.3,210.9,0.84
2018-11-11 2:30,13.2,901.3051,-3.803,0.08,96.5,2.2,-5.138,-4.847,0,0,179.8,0,0,0,212.5,211,0.429
2018-11-11 2:45,13.17,901.3051,-4.054,0.055,97,2.198,-5.948,-5.297,0,0,179.8,0,0,0,212.6,211,0.803
2018-11-11 3:00,13.13,901.2977,-4.2,0.029,97.3,2.197,-5.796,-5.258,0,0,179.8,0,0,0,212.5,210.9,1.006
2018-11-11 3:15,13.1,901.1934,-4.409,0.085,97.3,2.196,-6.787,-5.957,0,0,179.8,0,0,0,212.5,210.8,1.08
2018-11-11 3:30,13.09,901.1934,-4.754,0.13,97.8,2.195,-7.728,-6.668,0,0,179.7,0,0,0,212.6,210.8,1.159
2018-11-11 3:45,13.08,901.1934,-5.012,0.067,97.5,2.194,-7.854,-6.864,0,0,179.7,0,0,0,212.7,210.8,1.043
2018-11-11 4:00,13.05,901.2006,-5.134,0.03,97.1,2.193,-7.307,-6.563,0,0,179.7,0,0,0,212.7,210.7,1.031
2018-11-11 4:15,13.02,901.3019,-5.24,0.026,97.3,2.192,-7.437,-6.696,0,0,179.7,0,0,0,212.7,210.7,1.031
2018-11-11 4:30,13.02,901.3019,-5.281,0.032,96.6,2.191,-7.271,-6.71,0,0,179.8,0,0,0,212.8,210.7,0.942
2018-11-11 4:45,13.01,901.3019,-5.41,0.04,96.4,2.19,-7.137,-6.659,0,0,179.6,0,0,0,212.8,210.7,1.109
2018-11-11 5:00,12.99,901.323,-5.499,0.031,97.4,2.189,-7.31,-6.79,0,0,179.7,0,0,0,212.9,210.8,1.122
2018-11-11 5:15,12.96,901.6172,-5.518,0.08,96.8,2.188,-7.607,-6.999,0,0,179.7,0,0,0,213.1,210.9,0.995
2018-11-11 5:30,12.96,901.6172,-5.62,0.012,96.6,2.186,-7.094,-6.589,0,0,179.7,0,0,0,213.3,211.1,0.446
2018-11-11 5:45,12.96,901.6172,-5.67,0.023,96.7,2.185,-7.053,-6.651,0,0,179.7,0,0,0,213.2,211,1.008
2018-11-11 6:00,12.94,901.6546,-5.763,0.028,97.4,2.184,-7.509,-7.061,0,0,179.9,0,0,0,213.2,210.9,0.616
2018-11-11 6:15,12.92,902.1789,-5.733,0.022,97.4,2.183,-7.483,-7.045,0,0,15.48,0,0,0,213.4,211.2,0.733
2018-11-11 6:30,12.92,902.1789,-5.821,0.081,96.7,2.182,-8.02,-7.381,0,0,15.48,0,0,0,213.3,211,0.805
2018-11-11 6:45,12.92,902.1789,-6.025,0.044,97.6,2.181,-8.9,-7.939,0,0,15.4,0,0,0,213.5,211.1,1.058
2018-11-11 7:00,12.9,902.2035,-6.006,0.052,97.5,2.18,-8.13,-7.528,0,0,15.36,0,0,0,213.5,211.1,0.674
2018-11-11 7:15,12.88,902.5479,-5.761,0.062,96.5,2.178,-7.169,-6.802,0,0,15.46,0,0,0,213.5,211.2,0.354
2018-11-11 7:30,12.89,902.5479,-5.765,0.029,96.4,2.177,-6.903,-6.691,0,0,7.692,0,0,0,213.4,211.1,0.855
2018-11-11 7:45,12.89,902.5479,-5.711,0.059,96.6,2.176,-7.427,-7.015,0.001,0.002,230,0.001,233,0,213.2,211,0.376
2018-11-11 8:00,12.87,902.5762,-5.837,0.039,96,2.175,-7.478,-7.031,0,0,230,0,0,0,213,210.7,1.022
2018-11-11 8:15,12.85,902.9737,-5.766,0.087,96.6,2.173,-6.666,-6.52,0,0,230.3,0,0,0,212.9,210.7,1.059
2018-11-11 8:30,12.86,902.9737,-5.593,0.04,96.5,2.172,-5.985,-5.981,0,0,230,0,0,0,213,210.8,0.742
2018-11-11 8:45,12.86,902.9737,-5.503,0.024,96.2,2.171,-5.654,-5.706,0,0,230,0,0,0,213.5,211.3,0.219
2018-11-11 9:00,12.85,902.9587,-5.479,0.04,96.1,2.17,-6.313,-6.185,0,0,230.1,0,0,0,214,211.9,-2.469
2018-11-11 9:15,12.84,902.7474,-5.896,0.242,95.6,2.168,-9.2,-8.05,0,0,229.9,0,0,0,214.6,212.3,0.415
2018-11-11 9:30,12.85,902.7474,-6.615,0.095,97,2.167,-9.77,-8.57,0.017,0.045,77.86,0.017,164.5,2.448,214.7,212.1,-1.576
2018-11-11 9:45,12.85,902.7474,-6.258,0.081,96.3,2.166,-7.728,-7.159,0.039,0.082,262.7,0.039,56.24,11.93,214,211.6,-0.029
2018-11-11 10:00,12.83,902.7676,-6.128,0.105,96.3,2.164,-7.33,-7.023,0.02,0.037,349.8,0.02,287,37.91,214.2,211.7,0.218
2018-11-11 10:15,12.82,903.0489,-5.751,0.085,96.2,2.163,-5.88,-5.862,0.014,0.034,12.08,0.014,43.45,27.14,213.7,211.5,0.29
2018-11-11 10:30,12.83,903.0489,-5.557,0.038,96,2.162,-5.567,-5.618,0,0,280.4,0,0,0,213.7,211.5,0.293
2018-11-11 10:45,12.83,903.0489,-5.45,0.027,95.3,2.16,-5.413,-5.488,0.004,0.01,250.5,0.004,306.2,8.89,213.6,211.5,0.309
2018-11-11 11:00,12.82,903.0586,-5.367,0.023,95.7,2.159,-5.363,-5.441,0.008,0.021,340,0.008,293.6,14.46,213.7,211.6,0.129
2018-11-11 11:15,12.81,903.1944,-5.323,0.012,96,2.158,-5.454,-5.497,0.007,0.026,43.47,0.007,323.6,0,213.8,211.7,0.065
2018-11-11 11:30,12.82,903.1944,-5.348,0.022,95.5,2.156,-5.492,-5.529,0,0,164,0,0,0,213.9,211.8,-0.011
2018-11-11 11:45,12.83,903.1944,-5.318,0.02,95.3,2.155,-5.369,-5.436,0,0,322.6,0,0,0,213.9,211.8,0.013
2018-11-11 12:00,12.82,903.2027,-5.232,0.028,95,2.153,-5.257,-5.336,0,0,39.21,0,0,0,213.8,211.8,0.058
2018-11-11 12:15,12.81,903.3182,-5.202,0.014,95.5,2.152,-5.227,-5.302,0,0,39.31,0,0,0,213.8,211.8,-0.023
2018-11-11 12:30,12.82,903.3182,-5.175,0.021,94.8,2.151,-5.191,-5.271,0.017,0.052,330,0.017,307.8,11.72,213.8,211.8,-0.002
2018-11-11 12:45,12.82,903.3182,-5.144,0.011,95.2,2.149,-5.193,-5.263,0.011,0.028,296.2,0.011,283.7,4.226,213.8,211.8,-0.055
2018-11-11 13:00,12.81,903.342,-5.114,0.019,95.4,2.148,-5.127,-5.212,0.001,0.002,348.5,0.001,348.3,0,213.8,211.8,-0.057
2018-11-11 13:15,12.8,903.6757,-5.053,0.017,95.5,2.147,-5.099,-5.167,0.01,0.037,304.8,0.01,304.7,0,213.8,211.8,-0.038
2018-11-11 13:30,12.82,903.6757,-5.023,0.015,94.1,2.145,-5.13,-5.183,0.019,0.049,74.9,0.019,63.77,0.616,213.8,211.8,-0.097
2018-11-11 13:45,12.82,903.6757,-5.017,0.017,94.9,2.144,-5.153,-5.208,0,0,135.2,0,0,0,213.8,211.8,-0.083
2018-11-11 14:00,12.8,903.7053,-5.04,0.013,95.1,2.143,-5.143,-5.209,0,0,135.1,0,0,0,213.9,211.9,-0.09
2018-11-11 14:15,12.8,904.1215,-5.013,0.027,95,2.142,-5.092,-5.158,0,0,294.7,0,0,0,213.8,211.9,-0.109
2018-11-11 14:30,12.81,904.1215,-4.97,0.024,93.8,2.141,-5.064,-5.141,0,0,294.6,0,0,0,213.8,211.9,-0.062
2018-11-11 14:45,12.82,904.1215,-4.925,0.014,93.8,2.14,-5.078,-5.159,0,0,305.4,0,0,0,213.8,211.9,-0.118
2018-11-11 15:00,12.8,904.1694,-4.922,0.016,94,2.138,-5.101,-5.17,0,0,0.05,0,0,0,213.8,211.9,-0.152
2018-11-11 15:15,12.79,904.8391,-4.934,0.016,93.6,2.137,-5.008,-5.078,0.013,0.05,263.6,0.013,263.6,0,213.9,211.9,-0.113
2018-11-11 15:30,12.82,904.8391,-4.84,0.03,91.4,2.136,-4.892,-4.997,0.036,0.077,252.7,0.036,265.1,5.737,213.8,211.9,-0.12
2018-11-11 15:45,12.89,904.8391,-4.653,0.063,92,2.135,-4.71,-4.809,0,0,253,0,0,0,213.8,212,-0.226
2018-11-11 16:00,12.95,904.8827,-4.483,0.069,92.5,2.134,-4.32,-4.443,0,0,254.3,0,0,0,213.8,212,-0.218
2018-11-11 16:15,13.03,905.4918,-4.325,0.035,91.3,2.133,-4.056,-4.247,0.003,0.008,339,0.003,291.8,3.531,213.7,212,-0.229
2018-11-11 16:30,13.14,905.4918,-4.152,0.067,89.4,2.132,-3.878,-4.1,0.027,0.074,316,0.027,284.5,5.171,213.6,212,-0.276
2018-11-11 16:45,13.27,905.4918,-4.05,0.033,89.3,2.131,-3.629,-3.908,0.001,0.005,297.3,0.001,301.2,0,213.6,212,-0.241
2018-11-11 17:00,13.47,905.5438,-3.861,0.06,85.7,2.13,-3.267,-3.712,0.07,0.079,316.2,0.07,343,22.45,213.5,212,-0.31
2018-11-11 17:15,13.71,906.2725,-3.716,0.067,86.4,2.129,-2.855,-3.519,0.092,0.112,282.9,0.092,303.2,21.38,213.6,212.1,-0.346
2018-11-11 17:30,14.19,906.2725,-3.39,0.047,86.7,2.129,-2.268,-3.057,0.02,0.037,14.57,0.02,32.21,13.3,213.4,212.1,-0.377
2018-11-11 17:45,14.23,906.2725,-3.315,0.02,86.4,2.128,-2.305,-2.984,0.082,0.146,322.7,0.082,319.1,11.68,213.4,212.1,-0.214
2018-11-11 18:00,14.7,906.298,-3.109,0.116,84.4,2.127,-1.816,-2.421,0.14,0.152,263,0.14,309.9,43.68,213.4,212.1,-0.473
2018-11-11 18:15,14.71,906.6557,-2.837,0.045,88.1,2.126,-1.772,-2.176,0.044,0.11,309,0.044,320,5.889,213.3,212.2,-0.667
2018-11-11 18:30,14.73,906.6557,-2.382,0.323,79.81,2.125,0.127,-0.192,0.111,0.154,280.7,0.111,306.4,24.85,213.3,212.3,-0.381
2018-11-11 18:45,14.73,906.6557,-1.733,0.239,78.47,2.125,1.476,1.025,0.319,0.396,239.9,0.319,321.8,29.02,213.1,212.4,-0.471
2018-11-11 19:00,14.73,906.6788,-2.094,0.036,79.11,2.124,0.226,-0.155,0.514,0.248,299.7,0.514,275.2,41.43,213,212.2,-0.32
2018-11-11 19:15,14.73,907.001,-2.112,0.04,77.2,2.124,0.007,-0.298,0.393,0.353,255.2,0.393,275,23.83,213.1,212.2,-0.087
2018-11-11 19:30,14.73,907.001,-2.088,0.209,75.81,2.123,0.413,0.082,0.611,0.378,274.2,0.611,291.8,44.74,213.1,212.3,-0.796
2018-11-11 19:45,14.73,907.001,-2.12,0.087,76.21,2.123,-0.188,-0.476,0.232,0.24,306.5,0.232,294.5,44.37,213.2,212.3,-0.483
2018-11-11 20:00,14.44,907.0323,-2.229,0.09,78.13,2.122,-0.797,-1.018,0.308,0.248,72.32,0.308,330.7,49.56,213,212.1,-0.211
2018-11-11 20:15,14.41,907.4692,-1.988,0.201,73.11,2.122,-0.449,-0.564,0.034,0.078,35.62,0.034,84,59.04,213.1,212.4,-0.618
2018-11-11 20:30,14.4,907.4692,-1.935,0.165,76.26,2.121,0.003,-0.294,0.192,0.165,279.5,0.192,283.4,44.33,213.5,212.8,-1.127
2018-11-11 20:45,14.41,907.4692,-1.889,0.153,75.09,2.121,-0.231,-0.502,0.242,0.354,234.1,0.242,302.6,72.41,213.6,212.9,-1.371
2018-11-11 21:00,14.4,907.4409,-1.628,0.077,79.76,2.121,-0.259,-0.48,0.058,0.061,38.02,0.058,21.84,58.45,213.8,213.2,-1.63
2018-11-11 21:15,14.43,907.0439,-2.018,0.071,77.06,2.121,-1.096,-1.249,0.394,0.336,83.5,0.394,17.86,70.92,213.8,213,-0.558
2018-11-11 21:30,14.46,907.0439,-2.146,0.065,75.62,2.121,-1.572,-1.604,0.252,0.281,314.4,0.252,42.27,52.47,213.5,212.7,0.239
2018-11-11 21:45,14.46,907.0439,-2.143,0.122,76.19,2.12,-1.839,-1.789,0.369,0.355,277.6,0.369,301.5,54.86,213.2,212.4,0.205
2018-11-11 22:00,14.46,907.0775,-2.304,0.038,82.9,2.12,-3.038,-2.746,0.085,0.183,308.8,0.085,251.8,9.51,213.1,212.2,-0.352
2018-11-11 22:15,14.47,907.5471,-2.31,0.078,79.03,2.12,-2.711,-2.319,0.073,0.136,125.8,0.073,333.5,62.61,212.9,212,-0.997
2018-11-11 22:30,14.47,907.5471,-2.212,0.053,78.11,2.12,-2.023,-1.97,0.36,0.314,248.5,0.36,274.9,57.62,212.2,211.4,0.653
2018-11-11 22:45,14.47,907.5471,-2.15,0.046,80.2,2.12,-2.671,-2.447,0.026,0.044,302.5,0.026,277.8,28.25,212,211.2,0.871
2018-11-11 23:00,14.19,907.5595,-2.515,0.139,87.3,2.119,-4.853,-3.975,0,0,321,0,0,0,211.9,211,0.773
2018-11-11 23:15,14,907.7338,-2.975,0.188,90.9,2.119,-6.507,-5.172,0,0,327.2,0,0,0,212.2,211,0.748
2018-11-11 23:30,13.94,907.7338,-3.59,0.133,92.3,2.119,-7.022,-5.61,0,0,326.8,0,0,0,212.2,210.8,1.001
2018-11-11 23:45,13.85,907.7338,-3.911,0.07,92.4,2.119,-6.605,-5.741,0.062,0.093,120.6,0.062,167.2,6.028,212.5,211,0.899
2018-11-12 0:00,13.73,907.7384,-4.25,0.058,93.9,2.118,-6.652,-5.835,0,0,120.9,0,0,0,212.4,210.7,1.103
2018-11-12 0:15,13.61,907.8032,-4.431,0.047,94.3,2.118,-6.677,-5.959,0,0,120.8,0,0,0,212.4,210.7,1.129
2018-11-12 0:30,13.54,907.8032,-4.593,0.059,94.4,2.118,-6.491,-5.827,0,0,121.1,0,0,0,212.4,210.6,1.101
2018-11-12 0:45,13.48,907.8032,-4.66,0.041,94.6,2.117,-5.957,-5.613,0,0,121,0,0,0,212.4,210.6,1.135
2018-11-12 1:00,13.41,907.8171,-4.691,0.022,94.7,2.117,-5.713,-5.485,0,0,120.9,0,0,0,212.4,210.5,1.363
2018-11-12 1:15,13.34,908.0108,-4.573,0.047,94.4,2.116,-5.125,-5.077,0,0,120.9,0,0,0,212.3,210.5,1.179
2018-11-12 1:30,13.3,908.0108,-4.517,0.05,94.8,2.115,-4.885,-4.875,0,0,117.5,0,0,0,212.2,210.5,1.314
2018-11-12 1:45,13.27,908.0108,-4.421,0.038,94.9,2.115,-4.807,-4.788,0,0,116.8,0,0,0,212.2,210.4,1.265
2018-11-12 2:00,13.22,908.0452,-4.363,0.031,95,2.114,-4.663,-4.692,0,0,116.8,0,0,0,212.2,210.5,1.282
2018-11-12 2:15,13.18,908.5262,-4.305,0.035,95.1,2.113,-4.518,-4.546,0,0,116.9,0,0,0,212.2,210.5,1.259
2018-11-12 2:30,13.16,908.5262,-4.231,0.086,89.3,2.112,-4.433,-4.478,0.023,0.06,328.7,0.023,249.2,33.34,212.1,210.4,1.621
2018-11-12 2:45,13.14,908.5262,-4.013,0.153,93.8,2.112,-4.336,-4.382,0.039,0.093,244.6,0.039,218.4,39.73,212.1,210.5,1.402
2018-11-12 3:00,13.11,908.566,-4.145,0.028,94.3,2.111,-4.376,-4.416,0.015,0.039,91.8,0.015,91.7,0.043,212,210.4,1.405
2018-11-12 3:15,13.08,909.1243,-4.186,0.022,94.8,2.11,-4.39,-4.435,0,0,181.2,0,0,0,212,210.4,1.411
2018-11-12 3:30,13.08,909.1243,-4.15,0.047,92.9,2.109,-4.375,-4.41,0,0,57.93,0,0,0,212,210.4,1.443
2018-11-12 3:45,13.07,909.1243,-4.095,0.021,94.1,2.108,-4.34,-4.385,0.056,0.146,176.1,0.056,184.7,7.601,212,210.4,1.424
2018-11-12 4:00,13.05,909.1185,-4.139,0.021,94.5,2.107,-4.376,-4.421,0,0,176.1,0,0,0,212,210.4,1.403
2018-11-12 4:15,13.03,909.0359,-4.185,0.015,94.9,2.106,-4.409,-4.456,0,0,176.1,0,0,0,212,210.4,1.383
2018-11-12 4:30,13.03,909.0359,-4.221,0.01,94.8,2.105,-4.421,-4.482,0,0,176.1,0,0,0,212,210.4,1.391
2018-11-12 4:45,13.03,909.0359,-4.216,0.016,94,2.104,-4.426,-4.48,0,0,176.2,0,0,0,212,210.4,1.405
2018-11-12 5:00,13.01,909.0359,-4.235,0.019,93.4,2.103,-4.445,-4.498,0,0,176.1,0,0,0,212,210.4,1.397
2018-11-12 5:15,12.99,909.0361,-4.262,0.019,94.2,2.102,-4.463,-4.521,0,0,176.1,0,0,0,212,210.4,1.411
2018-11-12 5:30,13,909.0361,-4.286,0.017,94.6,2.102,-4.472,-4.524,0,0,176.1,0,0,0,212,210.4,1.436
2018-11-12 5:45,12.99,909.0361,-4.298,0.024,94.9,2.101,-4.48,-4.534,0,0,176.2,0,0,0,212.1,210.4,1.432
