TIMESTAMP,BattV_Avg,BP_hPa_Avg,AirTC_Avg,AirTC_Std,RH,T109_C_1_Avg,T109_C_2_Avg,T109_C_3_Avg,WS_ms_Avg,WS_ms_Std,WindDir,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,DT_W_Avg,TCDT_W_Avg,DBTCDT_W,,,,,,,,
UTC,Volts,hPa,Deg C,Deg C,%,Deg C,Deg C,Deg C,meters/second,meters/second,degrees,meters/second,Deg,Deg,cm,cm,cm,,,,,,,,
,Avg,Avg,Avg,Std,Smp,Avg,Avg,Avg,Avg,Std,Smp,WVc,WVc,WVc,Avg,Avg,Smp,,,,,,,,
2019-05-26 21:30,13.62,894.2023,19.79,0.267,21.31,11.76,25.72,24.76,1.457,0.232,175.5,1.457,176.4,28.68,205.7,213.1,-1.705,,,,,,,,
2019-05-26 21:35,13.61,894.2023,19.67,0.213,23.21,11.81,25.06,24.26,1.349,0.299,206.2,1.349,179.7,31.77,206.1,213.4,-1.727,,,,,,,,
2019-05-26 21:40,13.62,894.2023,19.61,0.13,21.56,11.86,25.7,24.92,0.863,0.447,162.9,0.863,181.3,45.57,207,214.3,-2.019,,,,,,,,
2019-05-26 21:45,13.6,894.2023,19.3,0.264,20.82,11.9,24.76,23.93,1.413,0.671,81.9,1.413,109.7,49.06,206.5,213.7,-2.956,,,,,,,,
2019-05-26 21:50,13.63,894.2023,18.36,0.304,22.12,11.95,21.82,21.22,1.151,0.521,236.9,1.151,291.9,82.5,206.4,213.3,-1.28,,,,,,,,
2019-05-26 21:55,13.67,894.2023,18.02,0.098,23.75,12,21.3,20.99,0.539,0.561,244.2,0.539,215.6,51.49,206.5,213.2,-1.756,,,,,,,,
2019-05-26 22:00,13.68,894.1945,17.94,0.113,22.84,12.05,20.55,20.27,0.573,0.538,112.9,0.573,184.4,36.92,206.3,213,-0.998,,,,,,,,
2019-05-26 22:05,13.69,894.1634,18.06,0.144,24.75,12.1,19.98,19.74,0.663,0.416,305,0.663,254.5,27.56,206.4,213.1,-1.008,,,,,,,,
2019-05-26 22:10,13.73,894.1634,17.98,0.067,24.13,12.15,19.89,19.61,0.467,0.253,152.7,0.467,334.3,65.53,206.4,213.1,-2.052,,,,,,,,
2019-05-26 22:15,13.74,894.1634,18.12,0.087,23.49,12.2,20.22,20.05,0.418,0.194,37.55,0.418,86.1,50.42,206.4,213.2,-1.431,,,,,,,,
2019-05-26 22:20,13.74,894.1634,18.28,0.049,23.15,12.25,20.25,20.06,0.347,0.2,173.5,0.347,144.8,17.3,206.4,213.2,-1.337,,,,,,,,
2019-05-26 22:25,13.75,894.1634,18.21,0.051,24.29,12.31,20.14,19.99,0.681,0.472,281.2,0.681,179.5,82.3,206.3,213.1,-1.307,,,,,,,,
2019-05-26 22:30,13.75,894.1634,18.25,0.131,23.07,12.36,20.65,20.67,0.827,0.302,228.3,0.827,314.3,63.34,206.5,213.3,-1.203,,,,,,,,
2019-05-26 22:35,13.78,894.1634,17.96,0.084,23.79,12.41,19.94,19.83,0.494,0.191,112.4,0.494,130.9,60.63,206.7,213.4,-2.204,,,,,,,,
2019-05-26 22:40,13.8,894.1634,17.85,0.057,26.11,12.46,19.41,19.28,0.534,0.27,52.46,0.534,90.7,32.62,206.3,213,-1.283,,,,,,,,
2019-05-26 22:45,13.8,894.1634,17.89,0.129,25.42,12.51,18.7,18.56,1.259,0.491,57.8,1.259,45.42,23.31,206.4,213,-1.356,,,,,,,,
2019-05-26 22:50,13.81,894.1634,17.8,0.028,24.2,12.56,18.46,18.37,0.744,0.244,70.73,0.744,62.01,26.6,206.3,212.9,-1.103,,,,,,,,
2019-05-26 22:55,13.84,894.1634,17.7,0.015,24.55,12.61,18.32,18.22,0.658,0.212,189.3,0.658,152,67.66,206.5,213.1,-1.184,,,,,,,,
2019-05-26 23:00,13.85,894.1401,17.65,0.032,25.06,12.65,18.14,18.11,0.658,0.372,198.1,0.658,217.6,16.77,206.6,213.1,-1.589,,,,,,,,
2019-05-26 23:05,13.86,894.0472,17.73,0.088,24.73,12.7,18.68,18.64,0.326,0.231,262.4,0.326,290.2,68.07,206.4,213,-1.707,,,,,,,,
2019-05-26 23:10,13.82,894.0472,18.16,0.19,23.81,12.74,19.82,19.77,0.23,0.216,219.2,0.23,186.6,25.78,206.1,212.9,-0.858,,,,,,,,
2019-05-26 23:15,13.8,894.0472,18.64,0.021,23.55,12.78,21,20.74,0.636,0.386,203,0.636,182.1,62.19,206.2,213.1,-0.873,,,,,,,,
2019-05-26 23:20,13.76,894.0472,19.16,0.102,21.44,12.82,23.38,22.95,0.594,0.208,255.2,0.594,231.6,36.88,206.2,213.3,-1.888,,,,,,,,
2019-05-26 23:25,13.74,894.0472,19.07,0.128,22.95,12.85,23.24,22.63,1.249,0.361,256,1.249,224.5,41.97,206.2,213.2,-1.152,,,,,,,,
2019-05-26 23:30,13.72,894.0472,19.38,0.283,24.66,12.89,23.69,23.02,0.702,0.501,220,0.702,169.9,51.76,206.4,213.6,-0.145,,,,,,,,
2019-05-26 23:35,13.68,894.0472,19.73,0.209,22.75,12.92,24.44,23.82,0.595,0.315,246.4,0.595,257.5,52.96,205.9,213.2,-0.826,,,,,,,,
2019-05-26 23:40,13.69,894.0472,19.2,0.189,21.73,12.95,22,21.46,1.2,0.243,193.2,1.201,202.4,7.176,208.1,215.3,-4.081,,,,,,,,
2019-05-26 23:45,13.73,894.0472,18.48,0.171,24.28,12.98,20.2,19.81,0.916,0.59,100.5,0.916,213.3,63.98,207.7,214.6,-2.896,,,,,,,,
2019-05-26 23:50,13.74,894.0472,18.39,0.045,23.09,13.01,19.21,18.98,0.34,0.204,77.69,0.34,126.6,52.83,208.2,215.1,-4.443,,,,,,,,
2019-05-26 23:55,13.74,894.0472,18.93,0.32,22.55,13.04,21.68,21.21,0.545,0.333,98.8,0.545,252.8,60.87,207.9,215,-4.109,,,,,,,,
2019-05-27 0:00,13.74,893.9691,18.87,0.142,21.93,13.06,20.55,20.13,0.546,0.3,143.1,0.546,101.5,32.5,208.6,215.7,-4.64,,,,,,,,
2019-05-27 0:05,13.76,893.6567,18.96,0.186,21.78,13.09,21.94,21.34,0.705,0.197,59.84,0.705,72.19,64.23,208,215.1,-4.482,,,,,,,,
2019-05-27 0:10,13.78,893.6567,18.82,0.17,23.73,13.11,20.82,20.29,1.175,0.39,334.1,1.175,351.3,40.18,208.7,215.8,-3.14,,,,,,,,
2019-05-27 0:15,13.78,893.6567,19.2,0.213,22.18,13.13,22.11,21.61,0.827,0.509,350.3,0.827,349.8,57.28,207.9,215.1,-3.586,,,,,,,,
2019-05-27 0:20,13.77,893.6567,19.2,0.21,22.41,13.16,22.31,21.61,0.956,0.38,238.3,0.956,245.5,59.68,207.6,214.8,-3.293,,,,,,,,
2019-05-27 0:25,13.76,893.6567,19.26,0.29,23.24,13.18,21.82,21.27,0.717,0.3,196.6,0.717,12.43,91.9,207.2,214.4,-2.133,,,,,,,,
2019-05-27 0:30,13.75,893.6567,20.07,0.231,21.13,13.2,22.72,22.22,0.601,0.401,252.9,0.601,255.9,84.5,207.7,215.2,-3.362,,,,,,,,
2019-05-27 0:35,13.75,893.6567,19.3,0.13,22.82,13.22,21.96,21.34,1.378,0.382,218.6,1.378,192.6,22.26,208.5,215.7,-3.543,,,,,,,,
2019-05-27 0:40,13.77,893.6567,19.41,0.035,21.85,13.24,21.7,21.12,0.416,0.275,296.9,0.416,317.8,63.59,208.6,215.9,-4.371,,,,,,,,
2019-05-27 0:45,13.77,893.6567,19.3,0.351,22.39,13.27,20.96,20.51,0.966,0.5,44.33,0.966,18.74,38.79,208.1,215.3,-3.956,,,,,,,,
2019-05-27 0:50,13.79,893.6567,18.75,0.057,23.45,13.29,19.67,19.35,0.611,0.282,193.4,0.611,202.7,82.4,208.5,215.5,-3.616,,,,,,,,
2019-05-27 0:55,13.8,893.6567,19.01,0.122,23.65,13.31,20.74,20.35,1.2,0.448,135.9,1.2,194.7,37.17,208.3,215.4,-4.253,,,,,,,,
2019-05-27 1:00,13.81,893.5916,18.89,0.291,22.3,13.33,19.68,19.4,0.827,0.322,14.72,0.827,128.9,76.52,209.1,216.2,-5.003,,,,,,,,
2019-05-27 1:05,13.81,893.3309,18.95,0.175,22.41,13.34,19.82,19.57,0.406,0.494,302.2,0.406,251,34.37,207.6,214.6,-2.133,,,,,,,,
2019-05-27 1:10,13.82,893.3309,18.98,0.131,23.48,13.36,20.06,19.73,1.032,0.425,127.3,1.032,210.6,74.53,207.5,214.6,-1.435,,,,,,,,
2019-05-27 1:15,13.85,893.3309,18.78,0.024,20.57,13.38,19.66,19.29,0.818,0.465,142.5,0.818,71.53,82.9,207.3,214.3,-2.88,,,,,,,,
2019-05-27 1:20,13.85,893.3309,18.44,0.221,21.12,13.4,19.08,18.75,1.49,0.395,24.44,1.49,327.8,27.22,207.4,214.3,-2.015,,,,,,,,
2019-05-27 1:25,13.86,893.3309,18.14,0.097,24.25,13.42,18.19,17.95,0.711,0.284,219,0.711,249.3,54.04,206.4,213.2,-1.305,,,,,,,,
2019-05-27 1:30,13.89,893.3309,17.82,0.059,23.8,13.44,17.35,17.25,0.78,0.201,225.1,0.78,209.7,12.08,206.1,212.7,-0.837,,,,,,,,
2019-05-27 1:35,13.92,893.3309,17.93,0.101,23,13.45,17.48,17.37,1.321,0.453,112.8,1.321,137.4,44.37,205.9,212.5,-0.581,,,,,,,,
2019-05-27 1:40,13.92,893.3309,18.36,0.093,24.44,13.47,18.19,17.91,0.352,0.2,239.4,0.352,108,68.18,205.7,212.5,-0.863,,,,,,,,
2019-05-27 1:45,13.92,893.3309,18.27,0.094,24.22,13.48,18.11,17.81,0.984,0.111,163.3,0.984,165.2,51.69,205.6,212.3,-0.559,,,,,,,,
2019-05-27 1:50,13.92,893.3309,18.1,0.055,24.08,13.5,17.98,17.66,1.545,0.072,224.3,1.545,204.2,39.66,205.6,212.3,-0.415,,,,,,,,
2019-05-27 1:55,13.92,893.3309,18.02,0.055,25.27,13.51,17.83,17.51,1.069,0.359,297.5,1.069,257.8,46.76,205.8,212.5,-0.659,,,,,,,,
2019-05-27 2:00,13.92,893.3558,17.81,0.099,24.54,13.53,17.61,17.31,1.553,0.35,197.7,1.553,208.9,18.65,205.7,212.3,-0.53,,,,,,,,
2019-05-27 2:05,13.92,893.4556,17.62,0.029,26.72,13.54,17.24,16.99,1.018,0.495,183.2,1.018,207,24.52,205.8,212.3,-0.448,,,,,,,,
2019-05-27 2:10,13.92,893.4556,17.52,0.118,25.22,13.55,17.01,16.81,1.405,0.452,201.5,1.405,192.2,30.51,205.9,212.4,-0.615,,,,,,,,
2019-05-27 2:15,13.92,893.4556,17.22,0.018,25.84,13.56,16.49,16.35,0.812,0.372,240.1,0.812,215.1,33.56,206.1,212.5,-0.853,,,,,,,,
2019-05-27 2:20,13.92,893.4556,16.94,0.098,26.99,13.57,16.1,16.03,1.374,0.214,251.4,1.374,221,38.33,206.4,212.7,-0.926,,,,,,,,
2019-05-27 2:25,13.59,893.4556,16.58,0.151,27.58,13.58,15.2,15.23,0.608,0.406,214.3,0.608,197.1,28.03,206.5,212.6,-0.975,,,,,,,,
2019-05-27 2:30,13.3,893.4556,16.02,0.166,29.99,13.59,14.27,14.45,0.591,0.377,293.3,0.591,232,41.41,207.2,213.2,-1.467,,,,,,,,
2019-05-27 2:35,13.27,893.4556,15.56,0.101,30.24,13.59,13.56,13.79,0.82,0.435,149.7,0.82,216.3,36.46,207.2,213.1,-1.185,,,,,,,,
2019-05-27 2:40,13.25,893.4556,15.37,0.022,29.65,13.6,13.26,13.52,0.656,0.537,165.6,0.656,184.9,34.43,208,213.7,-2.973,,,,,,,,
2019-05-27 2:45,13.23,893.4556,15.2,0.19,33.71,13.6,12.94,13.23,0.414,0.391,234.4,0.414,167.2,46.75,207.8,213.5,-1.387,,,,,,,,
2019-05-27 2:50,13.21,893.4556,14.53,0.176,34.63,13.6,11.55,11.93,0.159,0.132,98.1,0.159,167.5,45.37,208.2,213.6,-2.57,,,,,,,,
2019-05-27 2:55,13.19,893.4556,14.19,0.093,33.25,13.6,10.75,11.14,0.3,0.27,224.7,0.3,199.2,25.82,208.2,213.5,-1.022,,,,,,,,
2019-05-27 3:00,13.17,893.5077,13.79,0.278,41.46,13.61,9.96,10.36,0.094,0.182,75.07,0.094,160.9,22.45,209,214.2,-2.834,,,,,,,,
2019-05-27 3:05,13.15,893.7164,12.94,0.224,44.71,13.61,9.1,9.54,0,0,128.3,0,0,0,209.5,214.4,-3.023,,,,,,,,
2019-05-27 3:10,13.13,893.7164,12.48,0.099,43.37,13.6,8.36,8.84,0.006,0.012,8.29,0.006,8.29,0.009,209.6,214.4,-2.52,,,,,,,,
2019-05-27 3:15,13.11,893.7164,12.03,0.168,47.8,13.6,8,8.47,0,0,8.38,0,0,0,210,214.6,-2.538,,,,,,,,
2019-05-27 3:20,13.1,893.7164,11.65,0.104,47.14,13.6,7.394,7.911,0,0,8.83,0,0,0,210.1,214.5,-2.244,,,,,,,,
2019-05-27 3:25,13.08,893.7164,11.21,0.126,47.87,13.59,6.875,7.33,0,0,8.61,0,0,0,210,214.3,-2.604,,,,,,,,
2019-05-27 3:30,13.07,893.7164,10.8,0.082,51.43,13.58,6.299,6.807,0.075,0.104,198.3,0.075,101.5,51.74,209.8,213.9,-2.124,,,,,,,,
2019-05-27 3:35,13.06,893.7164,10.43,0.088,51.72,13.58,5.911,6.376,0,0,190.7,0,0,0,210.2,214.2,-1.988,,,,,,,,
2019-05-27 3:40,13.05,893.7164,9.88,0.197,54.6,13.57,5.569,6.137,0,0,190.7,0,0,0,210.4,214.2,-2.397,,,,,,,,
2019-05-27 3:45,13.04,893.7164,9.41,0.118,57.22,13.56,5.264,5.822,0.035,0.07,203.1,0.035,127.8,0,210.3,213.9,-1.9,,,,,,,,
2019-05-27 3:50,13.03,893.7164,8.99,0.114,62.52,13.55,4.992,5.49,0.065,0.114,168.7,0.065,167,19.67,210.6,214.1,-2.817,,,,,,,,
2019-05-27 3:55,13.02,893.7164,8.58,0.131,62.77,13.53,4.692,5.13,0.119,0.113,97,0.119,135.2,29.72,210.7,213.9,-2.276,,,,,,,,
2019-05-27 4:00,13.02,893.841,8.07,0.126,64.2,13.52,4.23,4.59,0.091,0.142,113.8,0.091,236.6,0.141,210.5,213.5,-1.826,,,,,,,,
2019-05-27 4:05,13.01,894.3395,7.82,0.107,60.99,13.51,3.914,4.42,0,0,113.5,0,0,0,210.8,213.8,-1.644,,,,,,,,
2019-05-27 4:10,13.01,894.3395,7.771,0.135,62.45,13.49,3.754,4.202,0,0,113.9,0,0,0,210.9,213.9,-2.233,,,,,,,,
2019-05-27 4:15,13.01,894.3395,7.335,0.078,64.13,13.47,3.323,3.627,0,0,113.8,0,0,0,211.1,213.9,-2.133,,,,,,,,
2019-05-27 4:20,13,894.3395,7.058,0.08,67.24,13.46,3.001,3.422,0,0,113.8,0,0,0,211,213.8,-2.316,,,,,,,,
2019-05-27 4:25,13,894.3395,6.755,0.057,68.99,13.44,2.789,3.276,0,0,113.7,0,0,0,211.4,214,-2.167,,,,,,,,
2019-05-27 4:30,12.99,894.3395,6.606,0.129,71.33,13.42,2.836,3.233,0,0,113.8,0,0,0,211.2,213.7,-1.918,,,,,,,,
2019-05-27 4:35,12.99,894.3395,6.444,0.141,72.29,13.4,2.711,3.015,0,0,113.6,0,0,0,211.5,214,-2.23,,,,,,,,
2019-05-27 4:40,12.98,894.3395,6.208,0.081,73.34,13.38,2.366,2.492,0,0,113.7,0,0,0,211.7,214.1,-2.783,,,,,,,,
2019-05-27 4:45,12.98,894.3395,5.981,0.03,74.08,13.36,2.121,2.5,0,0,113.6,0,0,0,211.5,213.8,-2.106,,,,,,,,
2019-05-27 4:50,12.97,894.3395,5.754,0.059,75.93,13.34,2.106,2.437,0,0,113.6,0,0,0,211.8,214,-2.385,,,,,,,,
2019-05-27 4:55,12.97,894.3395,5.522,0.053,77.51,13.31,1.918,2.306,0,0,113.7,0,0,0,211.6,213.7,-1.968,,,,,,,,
2019-05-27 5:00,12.96,894.455,5.281,0.077,79,13.29,1.7,2.012,0,0,113.7,0,0,0,211.7,213.7,-1.675,,,,,,,,
2019-05-27 5:05,12.96,894.917,5.154,0.048,79.29,13.26,1.552,1.848,0,0,113.7,0,0,0,212.1,214.1,-2.364,,,,,,,,
2019-05-27 5:10,12.95,894.917,4.929,0.111,81.3,13.24,1.653,1.767,0,0,113.5,0,0,0,212.1,214,-1.584,,,,,,,,
2019-05-27 5:15,12.95,894.917,4.707,0.034,81.9,13.21,1.395,1.553,0,0,113.6,0,0,0,212,213.8,-2.026,,,,,,,,
2019-05-27 5:20,12.94,894.917,4.531,0.065,82.5,13.19,1.246,1.418,0,0,113.6,0,0,0,212,213.8,-2.111,,,,,,,,
2019-05-27 5:25,12.94,894.917,4.293,0.087,83.9,13.16,1.178,1.314,0,0,113.7,0,0,0,212.3,213.9,-2.161,,,,,,,,
2019-05-27 5:30,12.93,894.917,4.016,0.055,84.7,13.13,0.977,1.177,0,0,113.7,0,0,0,212.5,214.1,-2.072,,,,,,,,
2019-05-27 5:35,12.93,894.917,3.853,0.067,85,13.11,0.92,1.134,0,0,113.7,0,0,0,212.6,214.1,-2.353,,,,,,,,
2019-05-27 5:40,12.92,894.917,3.574,0.058,87.2,13.08,0.708,0.794,0,0,113.7,0,0,0,212.6,214,-1.797,,,,,,,,
2019-05-27 5:45,12.92,894.917,3.544,0.038,86.5,13.05,0.513,0.741,0,0,113.8,0,0,0,212.6,214,-1.977,,,,,,,,
2019-05-27 5:50,12.92,894.917,3.351,0.061,87.5,13.02,0.465,0.585,0,0,113.8,0,0,0,212.3,213.6,-2.024,,,,,,,,
2019-05-27 5:55,12.91,894.917,3.108,0.05,88.3,12.99,0.319,0.55,0,0,113.7,0,0,0,212.8,214,-1.947,,,,,,,,
2019-05-27 6:00,12.91,894.928,2.957,0.088,89,12.96,0.208,0.353,0,0,113.8,0,0,0,212.8,213.9,-1.767,,,,,,,,
2019-05-27 6:05,12.9,894.9722,2.697,0.087,89.1,12.93,0.074,0.25,0,0,113.8,0,0,0,213,214.1,-2.422,,,,,,,,
2019-05-27 6:10,12.9,894.9722,2.501,0.057,91.6,12.9,0.15,0.231,0,0,113.7,0,0,0,213,214,-2.182,,,,,,,,
2019-05-27 6:15,12.9,894.9722,2.377,0.022,89.6,12.87,0.039,0.242,0,0,113.8,0,0,0,213.3,214.2,-2.461,,,,,,,,
2019-05-27 6:20,12.9,894.9722,2.136,0.073,92.1,12.84,-0.066,-0.035,0,0,113.8,0,0,0,213.4,214.2,-2.625,,,,,,,,
2019-05-27 6:25,12.9,894.9722,2.043,0.021,90.7,12.81,-0.215,-0.1,0,0,113.8,0,0,0,213.6,214.3,-2.543,,,,,,,,
2019-05-27 6:30,12.89,894.9722,1.882,0.052,93.1,12.78,-0.246,-0.155,0,0,113.8,0,0,0,213.5,214.2,-2.472,,,,,,,,
2019-05-27 6:35,12.89,894.9722,1.744,0.028,93.1,12.75,-0.426,-0.34,0,0,113.8,0,0,0,213.6,214.3,-2.343,,,,,,,,
2019-05-27 6:40,12.89,894.9722,1.601,0.049,93.9,12.72,-0.558,-0.395,0,0,113.8,0,0,0,213.7,214.3,-1.672,,,,,,,,
2019-05-27 6:45,12.89,894.9722,1.473,0.051,94.5,12.69,-0.577,-0.506,0,0,113.8,0,0,0,213.7,214.3,-2.73,,,,,,,,
2019-05-27 6:50,12.88,894.9722,1.385,0.025,93.6,12.65,-0.835,-0.594,0,0,113.8,0,0,0,213.7,214.2,-2.395,,,,,,,,
2019-05-27 6:55,12.88,894.9722,1.196,0.073,94,12.62,-0.872,-0.681,0,0,113.8,0,0,0,213.7,214.2,-1.97,,,,,,,,
2019-05-27 7:00,12.88,894.9943,0.972,0.069,93.8,12.59,-0.98,-0.845,0,0,113.8,0,0,0,213.5,213.8,-2.546,,,,,,,,
2019-05-27 7:05,12.88,895.0826,0.78,0.015,94.8,12.56,-1.071,-1.051,0,0,113.8,0,0,0,213.7,214,-1.905,,,,,,,,
2019-05-27 7:10,12.88,895.0826,0.687,0.042,95.5,12.53,-1.244,-1.122,0,0,113.8,0,0,0,213.9,214.2,-2.686,,,,,,,,
2019-05-27 7:15,12.87,895.0826,0.666,0.021,96.3,12.5,-1.374,-1.219,0,0,113.8,0,0,0,214,214.3,-2.631,,,,,,,,
2019-05-27 7:20,12.87,895.0826,0.663,0.025,95.2,12.46,-1.485,-1.337,0,0,113.7,0,0,0,214.1,214.3,-2.937,,,,,,,,
2019-05-27 7:25,12.87,895.0826,0.641,0.021,96.5,12.43,-1.534,-1.401,0,0,113.8,0,0,0,213.5,213.7,-1.537,,,,,,,,
2019-05-27 7:30,12.87,895.0826,0.496,0.062,95.5,12.4,-1.504,-1.284,0,0,113.8,0,0,0,214,214.2,-2.516,,,,,,,,
2019-05-27 7:35,12.87,895.0826,0.328,0.03,96.2,12.37,-1.583,-1.483,0,0,113.7,0,0,0,214.1,214.2,-2.814,,,,,,,,
2019-05-27 7:40,12.87,895.0826,0.226,0.019,96.5,12.34,-1.627,-1.479,0,0,113.7,0,0,0,214.2,214.3,-2.906,,,,,,,,
2019-05-27 7:45,12.87,895.0826,0.089,0.036,96.4,12.3,-1.762,-1.67,0,0,113.8,0,0,0,214.5,214.6,-2.899,,,,,,,,
2019-05-27 7:50,12.86,895.0826,0.014,0.025,96.7,12.27,-1.743,-1.619,0,0,113.7,0,0,0,214.5,214.5,-2.64,,,,,,,,
2019-05-27 7:55,12.86,895.0826,0.003,0.029,96.9,12.24,-1.754,-1.715,0,0,113.7,0,0,0,214.3,214.3,-2.633,,,,,,,,
2019-05-27 8:00,12.86,895.106,0.078,0.047,97.2,12.21,-1.931,-1.774,0,0,113.6,0,0,0,214.4,214.4,-2.776,,,,,,,,
2019-05-27 8:05,12.86,895.1992,-0.014,0.026,97.4,12.18,-1.956,-1.898,0,0,113.6,0,0,0,214.5,214.5,-2.773,,,,,,,,
2019-05-27 8:10,12.86,895.1992,-0.038,0.026,97.8,12.14,-1.995,-1.922,0,0,113.7,0,0,0,214.5,214.5,-2.419,,,,,,,,
2019-05-27 8:15,12.85,895.1992,-0.132,0.039,98,12.11,-2.092,-2.036,0,0,113.7,0,0,0,214.6,214.6,-2.904,,,,,,,,
2019-05-27 8:20,12.85,895.1992,-0.218,0.025,97.8,12.08,-2.098,-1.978,0,0,113.8,0,0,0,214.7,214.6,-2.512,,,,,,,,
2019-05-27 8:25,12.85,895.1992,-0.307,0.059,97.8,12.05,-2.024,-1.911,0,0,113.8,0,0,0,214.9,214.8,-3.05,,,,,,,,
2019-05-27 8:30,12.85,895.1992,-0.486,0.042,97.4,12.02,-2.177,-2.084,0,0,113.8,0,0,0,215,214.8,-3.023,,,,,,,,
2019-05-27 8:35,12.85,895.1992,-0.673,0.074,97.6,11.98,-2.079,-2.109,0,0,113.7,0,0,0,215,214.7,-2.979,,,,,,,,
2019-05-27 8:40,12.84,895.1992,-0.819,0.028,98,11.95,-2.353,-2.286,0,0,113.7,0,0,0,215.2,214.8,-3.017,,,,,,,,
2019-05-27 8:45,12.84,895.1992,-0.682,0.053,98.5,11.92,-2.337,-2.242,0,0,113.7,0,0,0,215.3,215,-3.211,,,,,,,,
2019-05-27 8:50,12.84,895.1992,-0.682,0.058,98.5,11.89,-2.338,-2.4,0,0,113.7,0,0,0,215.5,215.2,-3.242,,,,,,,,
2019-05-27 8:55,12.84,895.1992,-0.774,0.022,98.6,11.86,-1.639,-2.572,0,0,113.7,0,0,0,215.2,214.9,-3.194,,,,,,,,
2019-05-27 9:00,12.84,895.2002,-0.795,0.012,98.8,11.83,-2.45,-2.518,0,0,113.7,0,0,0,215.2,214.9,-3.425,,,,,,,,
2019-05-27 9:05,12.83,895.2041,-0.905,0.026,98.8,11.79,-2.554,-2.633,0,0,113.7,0,0,0,215.4,215,-3.336,,,,,,,,
2019-05-27 9:10,12.83,895.2041,-0.896,0.034,98.9,11.76,-2.544,-2.56,0,0,113.7,0,0,0,215.5,215.1,-3.629,,,,,,,,
2019-05-27 9:15,12.83,895.2041,-0.903,0.036,99,11.73,-2.574,-2.597,0,0,113.7,0,0,0,215.7,215.3,-3.713,,,,,,,,
2019-05-27 9:20,12.83,895.2041,-1.015,0.051,98.9,11.7,-2.64,-2.663,0,0,113.8,0,0,0,215.7,215.3,-3.265,,,,,,,,
2019-05-27 9:25,12.83,895.2041,-1.21,0.058,98.8,11.67,-2.653,-2.737,0,0,113.7,0,0,0,215.8,215.3,-3.589,,,,,,,,
2019-05-27 9:30,12.82,895.2041,-1.255,0.07,99.1,11.64,-2.638,-2.782,0,0,113.4,0,0,0,215.9,215.4,-3.465,,,,,,,,
2019-05-27 9:35,12.82,895.2041,-1.045,0.043,99.2,11.61,-2.663,-2.737,0,0,113.6,0,0,0,216.1,215.7,-3.974,,,,,,,,
2019-05-27 9:40,12.82,895.2041,-1.14,0.037,99.3,11.58,-2.805,-2.732,0,0,113.5,0,0,0,216.2,215.8,-4.246,,,,,,,,
2019-05-27 9:45,12.82,895.2041,-0.917,0.062,99.5,11.55,-2.725,-2.762,0,0,113.5,0,0,0,216.1,215.7,-3.892,,,,,,,,
2019-05-27 9:50,12.82,895.2041,-0.97,0.085,99.3,11.52,-2.718,-2.848,0,0,113.6,0,0,0,216.4,216,-4.182,,,,,,,,
2019-05-27 9:55,12.81,895.2041,-1.181,0.014,99.3,11.49,-2.776,-2.883,0,0,113.6,0,0,0,216.3,215.8,-4.04,,,,,,,,
2019-05-27 10:00,12.81,895.2155,-1.241,0.033,99.3,11.46,-2.812,-2.897,0,0,113.6,0,0,0,216.4,215.9,-4.072,,,,,,,,
2019-05-27 10:05,12.81,895.2615,-1.352,0.063,99.3,11.42,-2.905,-2.931,0,0,113.6,0,0,0,216.6,216.1,-4.141,,,,,,,,
2019-05-27 10:10,12.81,895.2615,-1.421,0.036,99.4,11.39,-2.896,-2.947,0,0,113.6,0,0,0,216.1,215.5,-3.538,,,,,,,,
2019-05-27 10:15,12.8,895.2615,-1.487,0.055,99.3,11.36,-2.963,-3.079,0,0,113.6,0,0,0,216.8,216.2,-4.441,,,,,,,,
2019-05-27 10:20,12.8,895.2615,-1.552,0.034,99.4,11.33,-3.043,-3.135,0,0,113.6,0,0,0,216.7,216.1,-4.498,,,,,,,,
2019-05-27 10:25,12.8,895.2615,-1.618,0.04,99.4,11.3,-3.086,-3.223,0,0,113.6,0,0,0,217,216.3,-4.972,,,,,,,,
2019-05-27 10:30,12.79,895.2615,-1.736,0.041,99.4,11.28,-3.191,-3.33,0,0,113.6,0,0,0,214.8,214.1,-1.217,,,,,,,,
2019-05-27 10:35,12.79,895.2615,-1.79,0.019,99.4,11.25,-3.229,-3.381,0,0,113.7,0,0,0,215.7,215,-4.01,,,,,,,,
2019-05-27 10:40,12.79,895.2615,-1.757,0.016,99.5,11.22,-3.303,-3.438,0,0,113.7,0,0,0,216.7,216,-3.109,,,,,,,,
2019-05-27 10:45,12.79,895.2615,-1.736,0.022,99.6,11.19,-3.279,-3.353,0,0,113.6,0,0,0,215.1,214.4,-1.909,,,,,,,,
2019-05-27 10:50,12.78,895.2615,-1.772,0.032,99.6,11.16,-3.288,-3.317,0,0,113.7,0,0,0,214.3,213.6,-1.683,,,,,,,,
2019-05-27 10:55,12.78,895.2615,-1.856,0.015,99.6,11.13,-3.351,-3.512,0,0,113.7,0,0,0,215.8,215,-4.519,,,,,,,,
2019-05-27 11:00,12.78,895.2838,-1.89,0.046,99.6,11.1,-3.426,-2.947,0,0,113.7,0,0,0,215,214.2,-1.926,,,,,,,,
