TIMESTAMP,BattV_Avg,BP_hPa_Avg,AirTC_Avg,AirTC_Std,RH,T109_C_1_Avg,T109_C_2_Avg,T109_C_3_Avg,WS_ms_Avg,WS_ms_Std,WindDir,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,DT_W_Avg,TCDT_W_Avg,DBTCDT_W,,,,,,,,
UTC,Volts,hPa,Deg C,Deg C,%,Deg C,Deg C,Deg C,meters/second,meters/second,degrees,meters/second,Deg,Deg,cm,cm,cm,,,,,,,,
,Avg,Avg,Avg,Std,Smp,Avg,Avg,Avg,Avg,Std,Smp,WVc,WVc,WVc,Avg,Avg,Smp,,,,,,,,
2019-05-09 7:55,12.84,900.6321,-1.597,0.038,96.3,9.27,-3.444,-3.334,0,0,118.4,0,0,0,216,215.4,-3.555,,,,,,,,
2019-05-09 8:00,12.84,900.6336,-1.742,0.045,97.5,9.24,-3.397,-3.311,0,0,231.8,0,0,0,216.1,215.4,-3.793,,,,,,,,
2019-05-09 8:05,12.84,900.6393,-1.872,0.066,97.9,9.21,-3.587,-3.499,0.016,0.033,157.9,0.016,157.9,0,216.1,215.3,-3.593,,,,,,,,
2019-05-09 8:10,12.84,900.6393,-2.027,0.038,98.1,9.19,-3.737,-3.568,0,0,86.4,0,0,0,216.1,215.3,-3.607,,,,,,,,
2019-05-09 8:15,12.83,900.6393,-1.997,0.042,98.4,9.16,-3.843,-3.643,0,0,55.75,0,0,0,216,215.2,-3.437,,,,,,,,
2019-05-09 8:20,12.83,900.6393,-1.749,0.067,98.2,9.13,-3.519,-3.284,0.03,0.037,51.99,0.03,52.66,0.34,215.8,215.1,-3.273,,,,,,,,
2019-05-09 8:25,12.83,900.6393,-1.701,0.096,97.6,9.1,-3.664,-3.581,0,0,274,0,0,0,216,215.3,-3.592,,,,,,,,
2019-05-09 8:30,12.83,900.6393,-1.887,0.043,98.2,9.07,-3.907,-3.847,0,0,276.2,0,0,0,216.1,215.4,-3.481,,,,,,,,
2019-05-09 8:35,12.82,900.6393,-1.85,0.055,98.7,9.04,-3.802,-3.682,0.001,0.001,333.6,0.001,333.3,0.006,216,215.3,-3.479,,,,,,,,
2019-05-09 8:40,12.82,900.6393,-1.758,0.031,98.5,9.02,-3.754,-3.619,0,0,263.9,0,0,0,216,215.3,-3.503,,,,,,,,
2019-05-09 8:45,12.82,900.6393,-1.914,0.058,98.6,8.99,-3.746,-3.584,0,0,262.5,0,0,0,216.1,215.3,-3.498,,,,,,,,
2019-05-09 8:50,12.81,900.6393,-2.011,0.035,98.5,8.96,-3.69,-3.538,0,0,250.5,0,0,0,216.2,215.4,-3.709,,,,,,,,
2019-05-09 8:55,12.81,900.6393,-2.164,0.044,97.9,8.93,-3.496,-3.466,0,0,250.2,0,0,0,216.4,215.5,-3.808,,,,,,,,
2019-05-09 9:00,12.81,900.6427,-2.25,0.025,98.1,8.9,-3.208,-3.218,0.129,0.113,172,0.129,176.6,6.782,216.5,215.6,-3.801,,,,,,,,
2019-05-09 9:05,12.81,900.6563,-2.288,0.016,98.2,8.88,-3.077,-3.119,0.014,0.023,171.2,0.014,173.1,0.056,216.4,215.5,-3.66,,,,,,,,
2019-05-09 9:10,12.8,900.6563,-2.233,0.06,98.6,8.85,-2.969,-3.014,0,0,117.8,0,0,0,216.4,215.5,-3.782,,,,,,,,
2019-05-09 9:15,12.8,900.6563,-2.093,0.015,97.7,8.82,-2.697,-2.763,0,0,163.7,0,0,0,216.4,215.6,-3.775,,,,,,,,
2019-05-09 9:20,12.8,900.6563,-2.015,0.026,98.2,8.79,-2.619,-2.699,0,0,110.4,0,0,0,216.4,215.6,-3.898,,,,,,,,
2019-05-09 9:25,12.79,900.6563,-1.955,0.018,97.9,8.77,-2.689,-2.701,0,0,104,0,0,0,216.6,215.8,-4.101,,,,,,,,
2019-05-09 9:30,12.79,900.6563,-1.942,0.014,97.5,8.74,-2.774,-2.8,0,0,103.9,0,0,0,216.6,215.8,-4.102,,,,,,,,
2019-05-09 9:35,12.79,900.6563,-1.932,0.015,97.7,8.71,-2.55,-2.647,0.029,0.04,182.5,0.029,221.9,6.531,216.7,215.9,-4.094,,,,,,,,
2019-05-09 9:40,12.78,900.6563,-1.911,0.012,98.1,8.68,-2.386,-2.5,0,0,182.7,0,0,0,216.6,215.8,-4.049,,,,,,,,
2019-05-09 9:45,12.78,900.6563,-1.707,0.134,98.1,8.66,-2.389,-2.474,0.067,0.083,49.6,0.067,69.03,12.35,216.5,215.8,-3.937,,,,,,,,
2019-05-09 9:50,12.78,900.6563,-1.433,0.046,96.4,8.63,-2.215,-2.256,0.068,0.115,75.05,0.068,46.57,6.256,216.4,215.8,-4.078,,,,,,,,
2019-05-09 9:55,12.78,900.6563,-1.201,0.099,95.1,8.6,-1.949,-2.004,0.023,0.042,31.04,0.023,31.15,0.018,216.2,215.8,-4.019,,,,,,,,
2019-05-09 10:00,12.78,900.6403,-1.04,0.026,94.2,8.58,-1.804,-1.834,0,0,30.9,0,0,0,216.2,215.8,-4.053,,,,,,,,
2019-05-09 10:05,12.77,900.5762,-1.252,0.075,96,8.55,-1.666,-1.786,0.187,0.154,193.1,0.187,198.7,18.65,216.1,215.6,-3.752,,,,,,,,
2019-05-09 10:10,12.77,900.5762,-1.255,0.099,97,8.52,-1.503,-1.666,0.08,0.14,255.5,0.08,261,3.605,216,215.5,-3.773,,,,,,,,
2019-05-09 10:15,12.77,900.5762,-1.101,0.015,96.2,8.5,-1.516,-1.637,0.012,0.024,112.6,0.012,112.6,0,216,215.5,-3.734,,,,,,,,
2019-05-09 10:20,12.77,900.5762,-1.088,0.054,94.6,8.47,-1.503,-1.615,0.356,0.212,51.19,0.356,72.67,19.23,215.9,215.4,-3.633,,,,,,,,
2019-05-09 10:25,12.77,900.5762,-0.939,0.056,93.6,8.45,-1.487,-1.567,0.002,0.003,49.29,0.002,54.11,0,215.8,215.4,-3.725,,,,,,,,
2019-05-09 10:30,12.77,900.5762,-1.006,0.108,94.8,8.42,-1.789,-1.476,0,0,246.4,0,0,0,216,215.6,-3.77,,,,,,,,
2019-05-09 10:35,12.76,900.5762,-1.275,0.038,96.5,8.4,-1.959,-1.781,0.103,0.126,281,0.103,271.3,7.109,216,215.5,-3.661,,,,,,,,
2019-05-09 10:40,12.76,900.5762,-1.12,0.048,96.6,8.37,-1.911,-1.835,0.002,0.004,28.36,0.002,28.36,0,216,215.5,-3.809,,,,,,,,
2019-05-09 10:45,12.76,900.5762,-1.153,0.023,95.1,8.35,-1.858,-1.825,0.076,0.126,60.14,0.076,53.85,4.02,216,215.5,-3.696,,,,,,,,
2019-05-09 10:50,12.76,900.5762,-1.141,0.031,95,8.33,-1.872,-1.839,0,0,72.11,0,0,0,216,215.5,-3.723,,,,,,,,
2019-05-09 10:55,12.76,900.5762,-1.134,0.006,96,8.3,-1.681,-1.702,0,0,5.191,0,0,0,216,215.5,-3.705,,,,,,,,
2019-05-09 11:00,12.76,900.5558,-1.107,0.03,95,8.28,-1.882,-1.863,0,0,62.24,0,0,0,216,215.5,-3.63,,,,,,,,
2019-05-09 11:05,12.76,900.4741,-1.061,0.045,95,8.25,-2.024,-1.992,0,0,231.1,0,0,0,216,215.6,-3.926,,,,,,,,
2019-05-09 11:10,12.76,900.4741,-1.323,0.053,95.8,8.23,-2.57,-2.437,0,0,231.1,0,0,0,216.2,215.7,-3.933,,,,,,,,
2019-05-09 11:15,12.75,900.4741,-1.511,0.05,96.5,8.21,-2.975,-2.731,0,0,214.8,0,0,0,216.3,215.7,-3.929,,,,,,,,
2019-05-09 11:20,12.75,900.4741,-1.631,0.022,97.4,8.19,-2.968,-2.813,0,0,9.72,0,0,0,216.4,215.8,-4.033,,,,,,,,
2019-05-09 11:25,12.75,900.4741,-1.766,0.079,97.3,8.17,-3.087,-2.881,0,0,7.563,0,0,0,216.7,216,-4.144,,,,,,,,
2019-05-09 11:30,12.75,900.4741,-1.841,0.032,98.1,8.14,-3.198,-2.917,0,0,84.6,0,0,0,216.7,215.9,-4.165,,,,,,,,
2019-05-09 11:35,12.75,900.4741,-1.813,0.037,97.8,8.12,-3.214,-2.98,0,0,188.1,0,0,0,216.7,215.9,-4.109,,,,,,,,
2019-05-09 11:40,12.75,900.4741,-2.01,0.104,97.5,8.1,-3.325,-3.114,0,0,144.7,0,0,0,216.8,216,-4.264,,,,,,,,
2019-05-09 11:45,12.75,900.4741,-2.288,0.053,96.7,8.08,-3.563,-3.409,0,0,241.6,0,0,0,216.9,216,-4.14,,,,,,,,
2019-05-09 11:50,12.75,900.4741,-2.364,0.071,97.6,8.06,-3.717,-3.581,0.05,0.065,177.7,0.05,196.1,8.46,216.9,216,-4.198,,,,,,,,
2019-05-09 11:55,12.75,900.4741,-2.435,0.029,98.3,8.04,-3.849,-3.637,0.048,0.095,86.9,0.048,86.9,0,217,216,-4.193,,,,,,,,
2019-05-09 12:00,12.74,900.4766,-2.429,0.041,98,8.02,-3.941,-3.651,0,0,89.2,0,0,0,217,216,-4.218,,,,,,,,
2019-05-09 12:05,12.74,900.4865,-2.545,0.05,96.8,7.998,-3.917,-3.733,0,0,89.2,0,0,0,217.1,216.1,-4.346,,,,,,,,
2019-05-09 12:10,12.74,900.4865,-2.622,0.038,97.2,7.978,-3.916,-3.73,0,0,170.4,0,0,0,217.1,216.1,-4.159,,,,,,,,
2019-05-09 12:15,12.74,900.4865,-2.68,0.028,97.9,7.958,-3.945,-3.794,0.045,0.09,187.1,0.045,187.1,0,217.3,216.2,-4.534,,,,,,,,
2019-05-09 12:20,12.74,900.4865,-2.74,0.031,97.8,7.938,-4.069,-3.861,0.045,0.09,133.5,0.045,159.7,0,217.3,216.2,-4.415,,,,,,,,
2019-05-09 12:25,12.75,900.4865,-2.762,0.033,97.4,7.918,-4.074,-3.838,0,0,133.6,0,0,0,217.4,216.3,-4.525,,,,,,,,
2019-05-09 12:30,12.76,900.4865,-2.816,0.022,97,7.898,-3.994,-3.817,0,0,133.6,0,0,0,217.4,216.3,-4.49,,,,,,,,
2019-05-09 12:35,12.77,900.4865,-2.802,0.013,97.5,7.879,-3.248,-3.661,0,0,133.6,0,0,0,217.3,216.2,-4.399,,,,,,,,
2019-05-09 12:40,12.78,900.4865,-2.797,0.012,97.5,7.859,-3.128,-3.466,0,0,133.6,0,0,0,217.3,216.2,-4.355,,,,,,,,
2019-05-09 12:45,12.78,900.4865,-2.711,0.05,98,7.839,-3.066,-3.212,0,0,133.8,0,0,0,217.2,216.1,-4.262,,,,,,,,
2019-05-09 12:50,12.8,900.4865,-2.572,0.024,97.8,7.82,-2.883,-2.991,0,0,133.6,0,0,0,217.2,216.2,-4.367,,,,,,,,
2019-05-09 12:55,12.8,900.4865,-2.41,0.056,97.9,7.8,-2.578,-2.696,0,0,126,0,0,0,217.1,216.1,-4.352,,,,,,,,
2019-05-09 13:00,12.81,900.4928,-2.236,0.033,97.5,7.78,-2.227,-2.366,0,0,125.4,0,0,0,217,216.1,-4.413,,,,,,,,
2019-05-09 13:05,12.82,900.5184,-2.099,0.045,97.5,7.761,-1.961,-2.111,0,0,125.4,0,0,0,217,216.1,-4.268,,,,,,,,
2019-05-09 13:10,12.84,900.5184,-1.907,0.04,97.2,7.741,-1.736,-1.877,0,0,125.4,0,0,0,216.8,216,-4.072,,,,,,,,
2019-05-09 13:15,12.88,900.5184,-1.619,0.112,97.9,7.721,-1.358,-1.535,0,0,257.2,0,0,0,216.5,215.9,-4.008,,,,,,,,
2019-05-09 13:20,12.91,900.5184,-1.292,0.062,97.4,7.702,-1.116,-1.275,0,0,257.1,0,0,0,216.2,215.7,-3.882,,,,,,,,
2019-05-09 13:25,12.93,900.5184,-1.051,0.056,96.2,7.682,-1.068,-1.196,0,0,257.1,0,0,0,215.9,215.5,-3.682,,,,,,,,
2019-05-09 13:30,12.96,900.5184,-0.874,0.05,94.1,7.663,-1.005,-1.149,0,0,197.5,0,0,0,215.8,215.5,-3.695,,,,,,,,
2019-05-09 13:35,12.98,900.5184,-0.74,0.04,93.1,7.644,-1.129,-1.287,0,0,94.6,0,0,0,215.8,215.5,-3.803,,,,,,,,
2019-05-09 13:40,13.01,900.5184,-0.675,0.036,91.8,7.625,-1.142,-1.317,0.038,0.047,110.3,0.038,110.7,1.241,215.8,215.6,-3.76,,,,,,,,
2019-05-09 13:45,13.04,900.5184,-0.399,0.173,89.3,7.606,-0.843,-1.041,0.07,0.077,78.16,0.07,85.3,10.72,215.5,215.3,-3.661,,,,,,,,
2019-05-09 13:50,13.07,900.5184,-0.233,0.02,89.9,7.587,-0.443,-0.685,0,0,86.5,0,0,0,215.5,215.4,-3.543,,,,,,,,
2019-05-09 13:55,13.1,900.5184,-0.202,0.057,89.8,7.568,-0.395,-0.603,0,0,110.7,0,0,0,215.3,215.3,-3.493,,,,,,,,
2019-05-09 14:00,13.15,900.4431,0.132,0.137,87.4,7.55,-0.151,-0.481,0.225,0.124,96.4,0.225,99.8,2.648,215.2,215.3,-3.489,,,,,,,,
2019-05-09 14:05,13.23,900.1413,0.652,0.155,85.2,7.531,-0.052,-0.289,0.001,0.003,148.7,0.001,94.2,0,215.1,215.4,-3.78,,,,,,,,
2019-05-09 14:10,13.3,900.1413,1.149,0.139,84.5,7.513,0.902,0.339,0,0,109.9,0,0,0,215,215.5,-3.78,,,,,,,,
2019-05-09 14:15,13.38,900.1413,1.73,0.103,82.6,7.496,2.59,1.752,0,0,98.7,0,0,0,214.9,215.5,-3.878,,,,,,,,
2019-05-09 14:20,13.47,900.1413,2.256,0.254,83.3,7.478,3.406,2.618,0,0,102.3,0,0,0,214.8,215.7,-3.875,,,,,,,,
2019-05-09 14:25,13.56,900.1413,2.845,0.054,74.65,7.461,4.055,2.932,0.318,0.295,200.5,0.318,198.6,14.68,214.5,215.6,-3.622,,,,,,,,
2019-05-09 14:30,13.65,900.1413,3.034,0.12,75.63,7.444,5.014,3.28,0.102,0.119,154.6,0.102,151.4,20.25,214.4,215.6,-3.657,,,,,,,,
2019-05-09 14:35,13.74,900.1413,2.989,0.207,73.94,7.428,5.224,3.306,0.636,0.245,185.9,0.636,165.5,34.53,214.4,215.6,-3.842,,,,,,,,
2019-05-09 14:40,13.9,900.1413,2.832,0.104,74.41,7.412,5.616,4.578,0.237,0.153,194.8,0.237,181.9,28.28,214.4,215.5,-3.71,,,,,,,,
2019-05-09 14:45,14.38,900.1413,3.627,0.3,70.87,7.396,7.785,6.52,0.35,0.19,200,0.35,210.9,31.5,214.1,215.5,-3.846,,,,,,,,
2019-05-09 14:50,14.39,900.1413,4.062,0.065,70.91,7.38,8.14,6.927,0.482,0.351,216.2,0.482,204.4,25.14,214,215.6,-3.754,,,,,,,,
2019-05-09 14:55,14.29,900.1413,4.246,0.071,68.71,7.365,6.372,5.672,0.273,0.19,226.5,0.273,196.5,33.94,214,215.6,-3.834,,,,,,,,
2019-05-09 15:00,14,900.0157,4.413,0.049,69.05,7.351,5.298,4.883,0.09,0.107,164,0.09,175,6.758,213.9,215.6,-4.056,,,,,,,,
2019-05-09 15:05,13.95,899.5134,4.395,0.015,68.81,7.336,4.236,4.018,0.001,0.003,182.2,0.001,185.1,0,214,215.7,-3.987,,,,,,,,
2019-05-09 15:10,14.52,899.5134,4.58,0.172,70.73,7.323,5.631,5.226,0,0,212.2,0,0,0,213.8,215.6,-3.322,,,,,,,,
2019-05-09 15:15,14.7,899.5134,5.591,0.27,63.81,7.309,9.47,8.62,0.185,0.266,147.9,0.185,186.4,35.89,213.4,215.5,-3.837,,,,,,,,
2019-05-09 15:20,14.71,899.5134,6.049,0.214,60.34,7.297,10.5,9.53,0.324,0.207,206.5,0.324,151.1,60.41,213.2,215.5,-3.618,,,,,,,,
2019-05-09 15:25,14.72,899.5134,6.534,0.022,56.38,7.285,11.5,10.44,0.857,0.265,205.7,0.857,233.3,19.51,213.1,215.6,-3.845,,,,,,,,
2019-05-09 15:30,14.73,899.5134,7.001,0.3,54.8,7.273,12.09,10.74,0.343,0.324,182.4,0.343,128.6,36.29,212.9,215.6,-4.09,,,,,,,,
2019-05-09 15:35,14.72,899.5134,7.539,0.135,54.19,7.263,12.82,11.58,0.211,0.247,190.2,0.211,184.2,16.97,212.7,215.6,-3.717,,,,,,,,
2019-05-09 15:40,14.7,899.5134,7.848,0.102,51.81,7.253,11.63,10.8,0.423,0.111,201.2,0.423,194.7,14.26,212.5,215.6,-3.911,,,,,,,,
2019-05-09 15:45,14.68,899.5134,8.29,0.108,50.51,7.244,13.15,12.13,0.086,0.077,100.2,0.086,170.2,50.25,212.4,215.6,-3.95,,,,,,,,
2019-05-09 15:50,14.62,899.5134,8.82,0.103,48.86,7.235,13.84,12.64,0.29,0.241,187.1,0.29,157.7,67.61,212.3,215.7,-3.687,,,,,,,,
2019-05-09 15:55,14.62,899.5134,9.28,0.079,47.91,7.228,14.36,12.82,0.593,0.275,175.3,0.593,70.85,53.54,212.1,215.7,-4.193,,,,,,,,
2019-05-09 16:00,14.62,899.3358,9.19,0.121,48.79,7.221,14.73,13.39,0.349,0.276,132.2,0.349,74.76,81.1,212.1,215.7,-3.479,,,,,,,,
2019-05-09 16:05,14.56,898.6256,9.6,0.083,47.54,7.215,15.1,13.96,0.696,0.332,238.5,0.696,194.1,77.62,212,215.7,-3.975,,,,,,,,
2019-05-09 16:10,14.56,898.6256,9.57,0.181,45.49,7.21,15.01,13.89,0.57,0.197,194.9,0.57,213.8,81.1,211.8,215.4,-3.684,,,,,,,,
2019-05-09 16:15,14.56,898.6256,10.26,0.251,43.27,7.206,15.6,14.55,0.968,0.269,180.4,0.968,183.2,38.09,211.8,215.8,-4.021,,,,,,,,
2019-05-09 16:20,14.54,898.6256,10.88,0.262,41.53,7.204,16.18,15.19,0.343,0.209,160.6,0.343,144,46.78,211.5,215.6,-4.153,,,,,,,,
2019-05-09 16:25,14.5,898.6256,11.4,0.157,41.08,7.203,17.12,16.37,0.517,0.42,169.4,0.517,160.2,30.36,211.5,215.9,-4.064,,,,,,,,
2019-05-09 16:30,14.47,898.6256,11.5,0.135,39.73,7.202,16.69,15.93,0.62,0.363,178.7,0.62,173.5,44.83,211.2,215.7,-3.92,,,,,,,,
2019-05-09 16:35,14.44,898.6256,11.67,0.104,40.42,7.204,16.43,15.66,0.579,0.313,206.4,0.579,183.1,54.04,211.6,216.1,-4.039,,,,,,,,
2019-05-09 16:40,14.44,898.6256,11.79,0.207,39.13,7.207,17.08,16.14,0.41,0.215,237.9,0.41,174.9,44.54,211.4,215.9,-4.603,,,,,,,,
2019-05-09 16:45,14.44,898.6256,12.05,0.075,40.92,7.211,17.04,16.13,0.651,0.358,142.3,0.651,80.9,69.44,211.2,215.8,-4.254,,,,,,,,
2019-05-09 16:50,14.43,898.6256,12.12,0.083,38.02,7.217,17.29,16.33,0.218,0.213,23.51,0.218,233.1,44.05,211.1,215.8,-3.96,,,,,,,,
2019-05-09 16:55,14.28,898.6256,12.75,0.218,35.48,7.224,18.79,18.03,0.28,0.278,278,0.28,258.4,25.62,210.9,215.8,-4.378,,,,,,,,
2019-05-09 17:00,14.12,898.4874,12.66,0.152,36.18,7.233,19.62,18.65,0.678,0.256,312.6,0.678,272.7,73.43,210.9,215.7,-3.744,,,,,,,,
2019-05-09 17:05,14.02,897.9348,12.8,0.243,36.38,7.243,19.36,18.18,0.638,0.538,115.2,0.638,319.8,42.13,210.7,215.6,-3.33,,,,,,,,
2019-05-09 17:10,13.94,897.9348,13.05,0.131,34.16,7.255,18.32,17.47,0.525,0.376,93.9,0.525,83.1,56.67,210.8,215.8,-3.986,,,,,,,,
2019-05-09 17:15,13.87,897.9348,13.42,0.199,32.78,7.269,19.32,18.5,0.327,0.351,35.3,0.327,116.4,65.8,210.5,215.6,-3.701,,,,,,,,
2019-05-09 17:20,13.8,897.9348,13.65,0.068,33.18,7.284,19.31,18.27,0.857,0.418,17.5,0.857,47.01,20.56,210.5,215.7,-3.463,,,,,,,,
2019-05-09 17:25,13.76,897.9348,13.73,0.096,31.99,7.301,20.01,19.06,0.424,0.321,127.7,0.424,124.2,99.4,210.7,215.9,-3.7,,,,,,,,
2019-05-09 17:30,13.74,897.9348,14.09,0.041,30.26,7.319,20.31,19.35,0.772,0.335,250.6,0.772,199.6,34.7,210.3,215.6,-4.312,,,,,,,,
2019-05-09 17:35,13.74,897.9348,14.14,0.079,30.37,7.339,20.12,19.23,0.979,0.39,271.4,0.979,245,46.04,210.2,215.6,-4.011,,,,,,,,
2019-05-09 17:40,13.74,897.9348,14.1,0.203,29.97,7.361,19.97,19.17,1.196,0.599,198.6,1.196,247.6,41.79,210.4,215.8,-4.052,,,,,,,,
2019-05-09 17:45,13.74,897.9348,14.44,0.289,29.1,7.383,21.05,20.14,0.604,0.476,241.5,0.604,202.9,38.44,209.9,215.4,-3.573,,,,,,,,
2019-05-09 17:50,13.72,897.9348,14.93,0.201,27.13,7.408,21.78,20.86,0.536,0.327,49.26,0.536,261.5,90.2,210,215.7,-3.588,,,,,,,,
2019-05-09 17:55,13.68,897.9348,15.44,0.238,24.09,7.434,22.13,20.97,1.124,0.21,270.2,1.124,344.6,57.29,209.6,215.4,-3.799,,,,,,,,
2019-05-09 18:00,13.68,897.7201,15.74,0.064,25.93,7.461,21.7,20.69,0.815,0.483,147.7,0.815,91.9,28.17,209.5,215.5,-3.929,,,,,,,,
2019-05-09 18:05,13.68,896.8613,15.98,0.15,24.91,7.49,23.06,21.86,0.723,0.333,252.7,0.723,257.1,36.7,209.8,215.8,-4.155,,,,,,,,
2019-05-09 18:10,13.67,896.8613,15.8,0.244,26.27,7.521,23.42,21.96,0.73,0.424,251.3,0.73,212.2,40.48,210,216,-4.169,,,,,,,,
2019-05-09 18:15,13.67,896.8613,16.07,0.28,25.73,7.553,22.74,21.58,1.029,0.285,293.8,1.029,57.87,79.79,210,216,-4.109,,,,,,,,
2019-05-09 18:20,13.67,896.8613,15.92,0.273,26.4,7.586,22.86,21.92,0.352,0.324,310.7,0.352,290.9,60.32,209.8,215.8,-4.074,,,,,,,,
2019-05-09 18:25,13.62,896.8613,15.83,0.222,26.65,7.62,23.47,22.32,1.179,0.601,188.7,1.179,251.1,51.15,209.9,215.9,-3.837,,,,,,,,
2019-05-09 18:30,13.63,896.8613,16.12,0.145,26.41,7.656,23.23,22.04,1.084,0.288,41.07,1.084,26.82,29.89,209.3,215.4,-2.849,,,,,,,,
2019-05-09 18:35,13.64,896.8613,17.03,0.325,23.13,7.693,23.77,22.77,0.328,0.072,49.06,0.328,155.8,84.9,209.5,216,-4.681,,,,,,,,
2019-05-09 18:40,13.62,896.8613,17.37,0.248,23.9,7.731,24.09,23.14,0.804,0.446,11.36,0.804,309.2,50.46,209.3,215.8,-3.776,,,,,,,,
2019-05-09 18:45,13.61,896.8613,17.38,0.276,23.31,7.77,24.46,23.36,1.083,0.43,246.9,1.083,352.6,47.09,209.6,216.1,-4.163,,,,,,,,
2019-05-09 18:50,13.62,896.8613,16.98,0.176,23.06,7.811,23.53,22.06,1.366,0.69,14.63,1.366,38.53,19.52,209.2,215.6,-4.057,,,,,,,,
2019-05-09 18:55,13.61,896.8613,17.3,0.388,22.6,7.853,24.42,23.01,0.458,0.307,347.8,0.458,69.92,46.08,208.8,215.3,-4.184,,,,,,,,
2019-05-09 19:00,13.61,896.6276,17.51,0.25,22.43,7.896,24.56,23.27,1.073,0.548,137.6,1.073,160.1,46.9,209.1,215.7,-3.471,,,,,,,,
2019-05-09 19:05,13.62,895.6931,17.41,0.184,21.22,7.94,24.84,23.4,1.213,0.437,178.7,1.213,104,75,208.9,215.5,-3.78,,,,,,,,
2019-05-09 19:10,13.61,895.6931,17.59,0.325,21.22,7.985,24.35,23.12,1.17,0.473,212.4,1.17,198,55.83,209,215.6,-4.167,,,,,,,,
2019-05-09 19:15,13.61,895.6931,17.5,0.265,20.34,8.03,23.8,22.63,1.907,0.398,226.4,1.907,224.3,28.96,208.8,215.4,-3.684,,,,,,,,
2019-05-09 19:20,13.62,895.6931,17.65,0.096,20.86,8.08,24.22,22.9,1.18,0.567,76.97,1.18,187.3,80.9,208.8,215.4,-3.16,,,,,,,,
2019-05-09 19:25,13.61,895.6931,17.91,0.188,21.31,8.13,24.78,23.48,1.398,0.381,296.8,1.398,286.4,74.74,208.7,215.4,-4.285,,,,,,,,
2019-05-09 19:30,13.62,895.6931,17.85,0.192,19.5,8.18,24.55,23.05,1.509,0.593,196.4,1.509,290.9,72.65,208.9,215.6,-4.907,,,,,,,,
2019-05-09 19:35,13.62,895.6931,17.2,0.273,20.91,8.23,24.3,22.83,1.14,0.533,9.29,1.14,296.6,66.1,209.3,215.8,-4.23,,,,,,,,
2019-05-09 19:40,13.61,895.6931,17.54,0.505,19.75,8.28,25,23.43,0.51,0.344,170.3,0.51,173.2,42.79,209.2,215.8,-4.367,,,,,,,,
2019-05-09 19:45,13.6,895.6931,18.77,0.266,19.94,8.33,25.57,24.24,0.884,0.439,257.9,0.884,295.6,84,208.5,215.6,-4.457,,,,,,,,
2019-05-09 19:50,13.58,895.6931,18.2,0.455,20.75,8.38,24.47,23.15,2.113,0.53,186,2.113,201.5,52.06,208.8,215.6,-3.669,,,,,,,,
2019-05-09 19:55,13.64,895.6931,18.03,0.121,18.87,8.43,23.7,22.52,1.972,0.446,277.2,1.972,5.292,89.9,208.9,215.7,-4.28,,,,,,,,
2019-05-09 20:00,13.65,895.527,17.58,0.117,19.87,8.48,24.56,23.34,0.68,0.242,321.2,0.68,282.8,60.13,209.1,215.7,-3.924,,,,,,,,
2019-05-09 20:05,13.62,894.863,18.28,0.285,18.09,8.53,25.03,23.75,1.461,0.342,152.8,1.461,203.6,26.58,208.7,215.6,-3.801,,,,,,,,
2019-05-09 20:10,13.62,894.863,17.72,0.313,19.04,8.58,24.35,23,1.687,0.466,217.6,1.687,254.1,28.06,208.9,215.6,-4.07,,,,,,,,
2019-05-09 20:15,13.62,894.863,18.11,0.594,19.36,8.64,25.6,24.37,1.358,0.325,294.1,1.358,269.3,32.95,208.8,215.6,-4.007,,,,,,,,
2019-05-09 20:20,13.61,894.863,18.93,0.221,18.42,8.69,25.7,24.41,1.173,0.264,286.3,1.173,273.4,66.24,208.3,215.4,-3.635,,,,,,,,
2019-05-09 20:25,13.61,894.863,18.86,0.321,17.39,8.74,24.9,23.76,1.181,0.353,16.53,1.181,244.4,87.8,208.6,215.7,-4.331,,,,,,,,
2019-05-09 20:30,13.61,894.863,18.66,0.509,19.07,8.79,25.23,24.04,1.051,0.411,187.9,1.051,213.1,39.66,208.7,215.7,-3.978,,,,,,,,
2019-05-09 20:35,13.62,894.863,18.73,0.23,19.14,8.85,25.15,23.84,2.224,0.491,191.6,2.224,235.7,26.26,208.6,215.6,-3.848,,,,,,,,
2019-05-09 20:40,13.61,894.863,18.8,0.22,18.46,8.9,25.52,24.24,2.003,0.274,174.8,2.003,199.6,38.63,208.5,215.6,-3.732,,,,,,,,
2019-05-09 20:45,13.61,894.863,18.83,0.252,18.82,8.95,25.94,24.59,1.728,0.349,155.8,1.728,214,32.17,208.5,215.6,-3.974,,,,,,,,
2019-05-09 20:50,13.62,894.863,18.56,0.235,16.96,9.01,25.91,24.35,1.306,0.584,247.5,1.306,240,84.4,208.7,215.7,-3.995,,,,,,,,
2019-05-09 20:55,13.61,894.863,18.52,0.085,17.99,9.06,23.87,22.72,1.672,0.205,170.6,1.672,210.5,35.64,208.6,215.5,-3.908,,,,,,,,
2019-05-09 21:00,13.64,894.6741,18.59,0.292,18.27,9.12,23.27,22.4,1.473,0.61,69.11,1.473,224.4,59.93,208.7,215.7,-3.845,,,,,,,,
